Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
DEK_HUMAN	1.00	0.81	1118	0.51702	1889	1	771.0	0.6896243291592129
HDAC1_HUMAN	2.00	1.62	618	1.03404	847	1	229.0	0.3705501618122977
TRI27_HUMAN	2.00	1.62	620	1.03404	849	1	229.0	0.36935483870967745
UBB_HUMAN	2.00	1.62	619	1.03404	848	1	229.0	0.36995153473344106
DNM3A_HUMAN	1.00	0.81	1116	0.51702	1887	1	771.0	0.6908602150537635
MP2K7_HUMAN	5.00	4.05	183	2.58511	164	1	-19.0	-0.10382513661202186
HABP4_HUMAN	3.00	2.43	373	1.55106	459	1	86.0	0.23056300268096513
BUB1B_HUMAN	1.00	0.81	1117	0.51702	1888	1	771.0	0.6902417188898836
CYTSB_HUMAN	1.00	0.81	1114	0.51702	1885	1	771.0	0.6921005385996409
DBF4A_HUMAN	1.00	0.81	1113	0.51702	1884	1	771.0	0.692722371967655
FZR_HUMAN	2.00	1.62	617	1.03404	722	1	105.0	0.17017828200972449
HSPB2_HUMAN	1.00	0.81	1115	0.51702	1886	1	771.0	0.6914798206278027
IMA3_HUMAN	3.00	2.43	372	1.55106	465	1	93.0	0.25
MD2L1_HUMAN	1.00	0.81	1111	0.51702	1882	1	771.0	0.693969396939694
PDCD4_HUMAN	1.00	0.81	1112	0.51702	1883	1	771.0	0.6933453237410072
MCRS1_HUMAN	2.00	1.62	616	1.03404	721	1	105.0	0.17045454545454544
CBS_HUMAN	1.00	0.81	1126	0.51702	1891	1	765.0	0.6793960923623446
NSD3_HUMAN	1.00	0.81	1127	0.51702	1892	1	765.0	0.678793256433008
TGFB1_HUMAN	3.00	2.43	374	1.55106	468	1	94.0	0.25133689839572193
MP2K4_HUMAN	6.00	4.86	142	3.10213	131	1	-11.0	-0.07746478873239436
HDAC3_HUMAN	5.00	4.05	184	2.58511	184	1	0.0	0.0
AVR2A_HUMAN	1.00	0.81	1125	0.51702	1890	1	765.0	0.68
DERL1_HUMAN	45.00	36.45	29	23.26596	28	1	-1.0	-0.034482758620689655
AMFR_HUMAN	2.00	1.62	623	1.03404	692	1	69.0	0.11075441412520064
CFTR_HUMAN	2.00	1.62	621	1.03404	635	1	14.0	0.02254428341384863
NGLY1_HUMAN	1.00	0.81	1123	0.51702	1693	1	570.0	0.5075690115761353
SELS_HUMAN	1.00	0.81	1124	0.51702	1694	1	570.0	0.5071174377224199
SYVN1_HUMAN	2.00	1.62	622	1.03404	794	1	172.0	0.2765273311897106
RNF5_HUMAN	1.00	0.81	1119	0.51702	1689	1	570.0	0.5093833780160858
SVIP_HUMAN	1.00	0.81	1120	0.51702	1690	1	570.0	0.5089285714285714
FAF2_HUMAN	1.00	0.81	1121	0.51702	1691	1	570.0	0.5084745762711864
1A03_HUMAN	1.00	0.81	1122	0.51702	1692	1	570.0	0.5080213903743316
TRAM1_HUMAN	1.00	0.81	1098	0.51702	1677	1	579.0	0.5273224043715847
SE1L1_HUMAN	1.00	0.81	1097	0.51702	1676	1	579.0	0.5278030993618961
APOB_HUMAN	2.00	1.62	614	1.03404	558	1	-56.0	-0.09120521172638436
HERP1_HUMAN	1.00	0.81	1096	0.51702	1675	1	579.0	0.5282846715328468
OPSD_HUMAN	2.00	1.62	613	1.03404	612	1	-1.0	-0.0016313213703099511
UBXN6_HUMAN	1.00	0.81	1095	0.51702	1674	1	579.0	0.5287671232876713
UBXN4_HUMAN	1.00	0.81	1094	0.51702	1673	1	579.0	0.5292504570383912
ASGR2_HUMAN	1.00	0.81	1093	0.51702	1672	1	579.0	0.5297346752058555
TRFM_HUMAN	1.00	0.81	1092	0.51702	1671	1	579.0	0.5302197802197802
OTU1_HUMAN	1.00	0.81	1091	0.51702	1670	1	579.0	0.5307057745187901
DERL2_HUMAN	1.00	0.81	1090	0.51702	1669	1	579.0	0.5311926605504587
CD3D_HUMAN	1.00	0.81	1089	0.51702	1668	1	579.0	0.5316804407713499
ERLN2_HUMAN	1.00	0.81	1088	0.51702	1667	1	579.0	0.5321691176470589
SNX2_HUMAN	1.00	0.81	1087	0.51702	1666	1	579.0	0.5326586936522539
A1AT_HUMAN	1.00	0.81	1086	0.51702	1665	1	579.0	0.5331491712707183
CLN6_HUMAN	1.00	0.81	1085	0.51702	1664	1	579.0	0.5336405529953917
1A01_HUMAN	1.00	0.81	1109	0.51702	1687	1	578.0	0.521190261496844
1A02_HUMAN	1.00	0.81	1110	0.51702	1688	1	578.0	0.5207207207207207
1A26_HUMAN	1.00	0.81	1107	0.51702	1685	1	578.0	0.5221318879855466
RN103_HUMAN	1.00	0.81	1108	0.51702	1686	1	578.0	0.5216606498194946
V2R_HUMAN	1.00	0.81	1105	0.51702	1683	1	578.0	0.5230769230769231
CAC1C_HUMAN	1.00	0.81	1106	0.51702	1684	1	578.0	0.5226039783001808
ALBU_HUMAN	4.00	3.24	256	2.06809	233	1	-23.0	-0.08984375
S61A1_HUMAN	1.00	0.81	1104	0.51702	1682	1	578.0	0.5235507246376812
PGH2_HUMAN	6.00	4.86	141	3.10213	137	1	-4.0	-0.028368794326241134
SHH_HUMAN	1.00	0.81	1103	0.51702	1681	1	578.0	0.5240253853127833
UB2J1_HUMAN	1.00	0.81	1101	0.51702	1679	1	578.0	0.5249772933696639
UBP19_HUMAN	1.00	0.81	1102	0.51702	1680	1	578.0	0.5245009074410163
ZFN2B_HUMAN	1.00	0.81	1100	0.51702	1678	1	578.0	0.5254545454545455
DPP6_HUMAN	2.00	1.62	615	1.03404	691	1	76.0	0.12357723577235773
EAA2_HUMAN	4.00	3.24	255	2.06809	248	1	-7.0	-0.027450980392156862
AJUBA_HUMAN	1.00	0.81	1099	0.51702	1445	1	346.0	0.3148316651501365
SBP1_HUMAN	1.00	0.81	1144	0.51702	1702	1	558.0	0.48776223776223776
GSHR_HUMAN	1.00	0.81	1143	0.51702	1701	1	558.0	0.4881889763779528
MK06_HUMAN	1.00	0.81	1146	0.51702	1704	1	558.0	0.4869109947643979
GSHB_HUMAN	1.00	0.81	1145	0.51702	1703	1	558.0	0.4873362445414847
GSTA1_HUMAN	1.00	0.81	1148	0.51702	1706	1	558.0	0.48606271777003485
GSTA2_HUMAN	1.00	0.81	1147	0.51702	1705	1	558.0	0.4864864864864865
GSTA3_HUMAN	1.00	0.81	1149	0.51702	1707	1	558.0	0.4856396866840731
GSTA4_HUMAN	2.00	1.62	635	1.03404	563	1	-72.0	-0.11338582677165354
GSTM2_HUMAN	1.00	0.81	1139	0.51702	1697	1	558.0	0.48990342405618964
GSTP1_HUMAN	3.00	2.43	381	1.55106	345	1	-36.0	-0.09448818897637795
CP2CJ_HUMAN	3.00	2.43	383	1.55106	382	1	-1.0	-0.0026109660574412533
CP2J2_HUMAN	3.00	2.43	382	1.55106	381	1	-1.0	-0.002617801047120419
GSTK1_HUMAN	1.00	0.81	1141	0.51702	1699	1	558.0	0.4890446976336547
GGT1_HUMAN	1.00	0.81	1140	0.51702	1698	1	558.0	0.48947368421052634
GSTM1_HUMAN	2.00	1.62	634	1.03404	664	1	30.0	0.0473186119873817
GSTT2_HUMAN	1.00	0.81	1142	0.51702	1700	1	558.0	0.4886164623467601
GSTM3_HUMAN	1.00	0.81	1155	0.51702	1713	1	558.0	0.4831168831168831
GSTO1_HUMAN	1.00	0.81	1156	0.51702	1714	1	558.0	0.4826989619377163
IL6_HUMAN	5.00	4.05	186	2.58511	189	1	3.0	0.016129032258064516
LOX5_HUMAN	1.00	0.81	1157	0.51702	1715	1	558.0	0.4822817631806396
MGST1_HUMAN	1.00	0.81	1158	0.51702	1716	1	558.0	0.48186528497409326
GGT7_HUMAN	1.00	0.81	1159	0.51702	1717	1	558.0	0.4814495254529767
GGT5_HUMAN	1.00	0.81	1160	0.51702	1718	1	558.0	0.4810344827586207
GGT6_HUMAN	1.00	0.81	1161	0.51702	1719	1	558.0	0.4806201550387597
MAAI_HUMAN	1.00	0.81	1150	0.51702	1708	1	558.0	0.4852173913043478
GSTM5_HUMAN	1.00	0.81	1151	0.51702	1709	1	558.0	0.48479582971329277
MGST2_HUMAN	1.00	0.81	1152	0.51702	1710	1	558.0	0.484375
GSTM4_HUMAN	2.00	1.62	636	1.03404	795	1	159.0	0.25
CP2C9_HUMAN	4.00	3.24	259	2.06809	257	1	-2.0	-0.007722007722007722
MGST3_HUMAN	1.00	0.81	1153	0.51702	1711	1	558.0	0.4839549002601908
GSTO2_HUMAN	1.00	0.81	1154	0.51702	1712	1	558.0	0.48353552859618715
CP2C8_HUMAN	4.00	3.24	260	2.06809	258	1	-2.0	-0.007692307692307693
CP2CI_HUMAN	4.00	3.24	258	2.06809	256	1	-2.0	-0.007751937984496124
LX15B_HUMAN	1.00	0.81	1130	0.51702	1696	1	566.0	0.5008849557522124
GSTA5_HUMAN	1.00	0.81	1129	0.51702	1695	1	566.0	0.5013286093888397
GRIA1_HUMAN	30.00	24.30	45	15.51064	45	1	0.0	0.0
GRIP1_HUMAN	2.00	1.62	630	1.03404	639	1	9.0	0.014285714285714285
KCC2G_HUMAN	2.00	1.62	629	1.03404	663	1	34.0	0.05405405405405406
TRPC1_HUMAN	2.00	1.62	628	1.03404	619	1	-9.0	-0.014331210191082803
GRIA4_HUMAN	2.00	1.62	627	1.03404	638	1	11.0	0.017543859649122806
GRIK2_HUMAN	1.00	0.81	1128	0.51702	1587	1	459.0	0.40691489361702127
TANC1_HUMAN	2.00	1.62	624	1.03404	662	1	38.0	0.060897435897435896
GRIA2_HUMAN	27.00	21.87	49	13.95957	48	1	-1.0	-0.02040816326530612
DLG1_HUMAN	4.00	3.24	257	2.06809	255	1	-2.0	-0.007782101167315175
CXCR2_HUMAN	2.00	1.62	626	1.03404	637	1	11.0	0.01757188498402556
CCG2_HUMAN	3.00	2.43	376	1.55106	379	1	3.0	0.007978723404255319
GRID2_HUMAN	2.00	1.62	625	1.03404	636	1	11.0	0.0176
SDCB1_HUMAN	3.00	2.43	375	1.55106	377	1	2.0	0.005333333333333333
PICK1_HUMAN	2.00	1.62	632	1.03404	640	1	8.0	0.012658227848101266
E41L2_HUMAN	1.00	0.81	1137	0.51702	1588	1	451.0	0.3966578715919085
CALX_HUMAN	3.00	2.43	378	1.55106	371	1	-7.0	-0.018518518518518517
HOME1_HUMAN	3.00	2.43	379	1.55106	411	1	32.0	0.08443271767810026
E41L1_HUMAN	1.00	0.81	1138	0.51702	1589	1	451.0	0.39630931458699475
GRP78_HUMAN	3.00	2.43	380	1.55106	476	1	96.0	0.25263157894736843
MYO5A_HUMAN	5.00	4.05	185	2.58511	168	1	-17.0	-0.0918918918918919
RB11A_HUMAN	2.00	1.62	633	1.03404	641	1	8.0	0.01263823064770932
DRD2_HUMAN	2.00	1.62	631	1.03404	693	1	62.0	0.098256735340729
GRIP2_HUMAN	1.00	0.81	1133	0.51702	1448	1	315.0	0.2780229479258605
GRIA3_HUMAN	1.00	0.81	1131	0.51702	1446	1	315.0	0.27851458885941643
REST_HUMAN	1.00	0.81	1132	0.51702	1447	1	315.0	0.2782685512367491
NSF_HUMAN	3.00	2.43	377	1.55106	380	1	3.0	0.007957559681697613
SPTB2_HUMAN	1.00	0.81	1136	0.51702	1451	1	315.0	0.2772887323943662
ATAD1_HUMAN	1.00	0.81	1134	0.51702	1449	1	315.0	0.2777777777777778
CCG8_HUMAN	1.00	0.81	1135	0.51702	1450	1	315.0	0.2775330396475771
DLG4_HUMAN	7.00	5.67	118	3.61915	115	1	-3.0	-0.025423728813559324
CADH2_HUMAN	8.00	6.48	94	4.13617	77	1	-17.0	-0.18085106382978725
RGS3_HUMAN	3.00	2.43	391	1.55106	375	1	-16.0	-0.04092071611253197
CTNA1_HUMAN	2.00	1.62	649	1.03404	599	1	-50.0	-0.07704160246533127
CTND1_HUMAN	1.00	0.81	1178	0.51702	1464	1	286.0	0.2427843803056027
DAB2P_HUMAN	3.00	2.43	390	1.55106	462	1	72.0	0.18461538461538463
DUS19_HUMAN	1.00	0.81	1177	0.51702	1463	1	286.0	0.24299065420560748
SOCS1_HUMAN	2.00	1.62	648	1.03404	783	1	135.0	0.20833333333333334
ZN622_HUMAN	1.00	0.81	1181	0.51702	1467	1	286.0	0.24216765453005928
GEMI5_HUMAN	2.00	1.62	650	1.03404	570	1	-80.0	-0.12307692307692308
AAPK2_HUMAN	1.00	0.81	1180	0.51702	1466	1	286.0	0.2423728813559322
IGF1R_HUMAN	3.00	2.43	395	1.55106	456	1	61.0	0.15443037974683543
AAKB2_HUMAN	1.00	0.81	1179	0.51702	1465	1	286.0	0.24257845631891434
THIO_HUMAN	3.00	2.43	394	1.55106	463	1	69.0	0.1751269035532995
PPP5_HUMAN	3.00	2.43	392	1.55106	383	1	-9.0	-0.02295918367346939
GA45B_HUMAN	3.00	2.43	393	1.55106	376	1	-17.0	-0.043256997455470736
USP9X_HUMAN	1.00	0.81	1174	0.51702	1460	1	286.0	0.24361158432708688
MP2K6_HUMAN	60.00	48.60	20	31.02128	19	1	-1.0	-0.05
TNNT2_HUMAN	1.00	0.81	1173	0.51702	1459	1	286.0	0.24381926683716965
M3K3_HUMAN	5.00	4.05	188	2.58511	149	1	-39.0	-0.2074468085106383
ARRB2_HUMAN	3.00	2.43	389	1.55106	310	1	-79.0	-0.20308483290488433
PDCD6_HUMAN	1.00	0.81	1172	0.51702	1458	1	286.0	0.2440273037542662
PRS4_HUMAN	1.00	0.81	1171	0.51702	1457	1	286.0	0.24423569598633646
TPD53_HUMAN	1.00	0.81	1170	0.51702	1456	1	286.0	0.24444444444444444
TRAF6_HUMAN	9.00	7.29	76	4.65319	73	1	-3.0	-0.039473684210526314
TRAF5_HUMAN	1.00	0.81	1176	0.51702	1462	1	286.0	0.24319727891156462
TNAP3_HUMAN	4.00	3.24	265	2.06809	270	1	5.0	0.018867924528301886
SOCS3_HUMAN	5.00	4.05	189	2.58511	155	1	-34.0	-0.17989417989417988
M3K2_HUMAN	1.00	0.81	1175	0.51702	1461	1	286.0	0.24340425531914894
KMT2A_HUMAN	2.00	1.62	647	1.03404	782	1	135.0	0.20865533230293662
RBCC1_HUMAN	2.00	1.62	646	1.03404	781	1	135.0	0.2089783281733746
GNA12_HUMAN	2.00	1.62	645	1.03404	598	1	-47.0	-0.07286821705426356
PRS7_HUMAN	1.00	0.81	1165	0.51702	1452	1	287.0	0.2463519313304721
MPIP1_HUMAN	2.00	1.62	643	1.03404	559	1	-84.0	-0.13063763608087092
KCC2B_HUMAN	8.00	6.48	93	4.13617	79	1	-14.0	-0.15053763440860216
JAK2_HUMAN	2.00	1.62	644	1.03404	615	1	-29.0	-0.04503105590062112
MP2K3_HUMAN	54.00	43.74	24	27.91915	24	1	0.0	0.0
M3K7_HUMAN	7.00	5.67	117	3.61915	97	1	-20.0	-0.17094017094017094
SYQ_HUMAN	2.00	1.62	642	1.03404	569	1	-73.0	-0.11370716510903427
ARRB1_HUMAN	4.00	3.24	262	2.06809	234	1	-28.0	-0.10687022900763359
M3K6_HUMAN	1.00	0.81	1168	0.51702	1454	1	286.0	0.24486301369863014
P85A_HUMAN	4.00	3.24	263	2.06809	235	1	-28.0	-0.10646387832699619
GNA13_HUMAN	1.00	0.81	1169	0.51702	1455	1	286.0	0.2446535500427716
MBP_HUMAN	4.00	3.24	264	2.06809	222	1	-42.0	-0.1590909090909091
ERF3A_HUMAN	1.00	0.81	1166	0.51702	1453	1	287.0	0.24614065180102915
MAPK5_HUMAN	5.00	4.05	187	2.58511	185	1	-2.0	-0.0106951871657754
ESR2_HUMAN	1.00	0.81	1167	0.51702	1394	1	227.0	0.194515852613539
MAPK3_HUMAN	6.00	4.86	144	3.10213	128	1	-16.0	-0.1111111111111111
CI078_HUMAN	1.00	0.81	1164	0.51702	1393	1	229.0	0.19673539518900343
RPC4_HUMAN	1.00	0.81	1163	0.51702	1392	1	229.0	0.19690455717970765
DUS16_HUMAN	2.00	1.62	638	1.03404	510	1	-128.0	-0.2006269592476489
ATF2_HUMAN	4.00	3.24	261	2.06809	209	1	-52.0	-0.19923371647509577
CPNE6_HUMAN	2.00	1.62	637	1.03404	530	1	-107.0	-0.16797488226059654
SK2L2_HUMAN	1.00	0.81	1162	0.51702	1391	1	229.0	0.19707401032702238
DUS1_HUMAN	3.00	2.43	385	1.55106	312	1	-73.0	-0.18961038961038962
IL2_HUMAN	3.00	2.43	384	1.55106	294	1	-90.0	-0.234375
ZNHI1_HUMAN	3.00	2.43	387	1.55106	427	1	40.0	0.10335917312661498
ATF6A_HUMAN	3.00	2.43	386	1.55106	306	1	-80.0	-0.20725388601036268
K2C8_HUMAN	2.00	1.62	641	1.03404	513	1	-128.0	-0.1996879875195008
PRGC1_HUMAN	3.00	2.43	388	1.55106	428	1	40.0	0.10309278350515463
TAB2_HUMAN	6.00	4.86	143	3.10213	122	1	-21.0	-0.14685314685314685
FOS_HUMAN	7.00	5.67	116	3.61915	118	1	2.0	0.017241379310344827
USF1_HUMAN	2.00	1.62	640	1.03404	512	1	-128.0	-0.2
M3K12_HUMAN	2.00	1.62	639	1.03404	511	1	-128.0	-0.20031298904538342
CCM2_HUMAN	4.00	3.24	270	2.06809	210	1	-60.0	-0.2222222222222222
TY3H_HUMAN	2.00	1.62	664	1.03404	524	1	-140.0	-0.21084337349397592
IF4E_HUMAN	2.00	1.62	663	1.03404	523	1	-140.0	-0.21116138763197587
LCK_HUMAN	3.00	2.43	408	1.55106	298	1	-110.0	-0.2696078431372549
FGR_HUMAN	3.00	2.43	411	1.55106	300	1	-111.0	-0.27007299270072993
MAPK2_HUMAN	4.00	3.24	271	2.06809	218	1	-53.0	-0.19557195571955718
RALA_HUMAN	3.00	2.43	409	1.55106	321	1	-88.0	-0.21515892420537897
GDIA_HUMAN	3.00	2.43	410	1.55106	322	1	-88.0	-0.2146341463414634
RALB_HUMAN	2.00	1.62	666	1.03404	526	1	-140.0	-0.21021021021021022
TSC2_HUMAN	4.00	3.24	272	2.06809	268	1	-4.0	-0.014705882352941176
IL2RA_HUMAN	2.00	1.62	665	1.03404	525	1	-140.0	-0.21052631578947367
M3K1_HUMAN	7.00	5.67	119	3.61915	101	1	-18.0	-0.15126050420168066
NOX3_HUMAN	4.00	3.24	273	2.06809	219	1	-54.0	-0.1978021978021978
CD40L_HUMAN	3.00	2.43	412	1.55106	429	1	17.0	0.0412621359223301
CY24A_HUMAN	5.00	4.05	197	2.58511	153	1	-44.0	-0.2233502538071066
CY24B_HUMAN	5.00	4.05	198	2.58511	154	1	-44.0	-0.2222222222222222
ETV1_HUMAN	2.00	1.62	659	1.03404	519	1	-140.0	-0.212443095599393
GBG2_HUMAN	3.00	2.43	404	1.55106	296	1	-108.0	-0.26732673267326734
IL2RB_HUMAN	2.00	1.62	658	1.03404	518	1	-140.0	-0.2127659574468085
MITF_HUMAN	2.00	1.62	657	1.03404	517	1	-140.0	-0.213089802130898
NCF2_HUMAN	5.00	4.05	196	2.58511	152	1	-44.0	-0.22448979591836735
NCF4_HUMAN	5.00	4.05	195	2.58511	151	1	-44.0	-0.22564102564102564
NOX1_HUMAN	5.00	4.05	194	2.58511	150	1	-44.0	-0.2268041237113402
YES_HUMAN	3.00	2.43	405	1.55106	297	1	-108.0	-0.26666666666666666
ELK1_HUMAN	3.00	2.43	406	1.55106	316	1	-90.0	-0.22167487684729065
ELK4_HUMAN	2.00	1.62	661	1.03404	521	1	-140.0	-0.2118003025718608
ZAP70_HUMAN	4.00	3.24	269	2.06809	217	1	-52.0	-0.19330855018587362
MKNK1_HUMAN	2.00	1.62	660	1.03404	520	1	-140.0	-0.21212121212121213
PDX1_HUMAN	1.00	0.81	1190	0.51702	1396	1	206.0	0.173109243697479
MYOG_HUMAN	3.00	2.43	407	1.55106	317	1	-90.0	-0.22113022113022113
HBP1_HUMAN	2.00	1.62	662	1.03404	522	1	-140.0	-0.21148036253776434
K2C1_HUMAN	1.00	0.81	1189	0.51702	1395	1	206.0	0.17325483599663583
MYF6_HUMAN	3.00	2.43	398	1.55106	313	1	-85.0	-0.2135678391959799
DUS10_HUMAN	2.00	1.62	653	1.03404	514	1	-139.0	-0.21286370597243492
ESR1_HUMAN	6.00	4.86	146	3.10213	138	1	-8.0	-0.0547945205479452
MYOD1_HUMAN	3.00	2.43	399	1.55106	314	1	-85.0	-0.21303258145363407
DUS6_HUMAN	4.00	3.24	267	2.06809	215	1	-52.0	-0.1947565543071161
JIP4_HUMAN	5.00	4.05	192	2.58511	160	1	-32.0	-0.16666666666666666
CDON_HUMAN	2.00	1.62	654	1.03404	515	1	-139.0	-0.21253822629969418
MYF5_HUMAN	3.00	2.43	400	1.55106	315	1	-85.0	-0.2125
TNR5_HUMAN	3.00	2.43	401	1.55106	295	1	-106.0	-0.26433915211970077
PRGR_HUMAN	4.00	3.24	268	2.06809	216	1	-52.0	-0.19402985074626866
TAB1_HUMAN	5.00	4.05	193	2.58511	157	1	-36.0	-0.18652849740932642
JAK1_HUMAN	3.00	2.43	402	1.55106	307	1	-95.0	-0.236318407960199
FUBP2_HUMAN	3.00	2.43	403	1.55106	293	1	-110.0	-0.2729528535980149
HCK_HUMAN	2.00	1.62	655	1.03404	516	1	-139.0	-0.21221374045801528
MK12_HUMAN	43.00	34.83	32	22.23191	31	1	-1.0	-0.03125
SNTA1_HUMAN	2.00	1.62	656	1.03404	642	1	-14.0	-0.021341463414634148
3BP5_HUMAN	1.00	0.81	1182	0.51702	1426	1	244.0	0.20642978003384094
LAP2_HUMAN	3.00	2.43	396	1.55106	378	1	-18.0	-0.045454545454545456
CCND1_HUMAN	5.00	4.05	190	2.58511	182	1	-8.0	-0.042105263157894736
DLG2_HUMAN	6.00	4.86	145	3.10213	139	1	-6.0	-0.041379310344827586
DLG3_HUMAN	5.00	4.05	191	2.58511	173	1	-18.0	-0.09424083769633508
SNTB1_HUMAN	1.00	0.81	1183	0.51702	1427	1	244.0	0.2062552831783601
GRB2_HUMAN	4.00	3.24	266	2.06809	224	1	-42.0	-0.15789473684210525
GCH1_HUMAN	1.00	0.81	1184	0.51702	1428	1	244.0	0.20608108108108109
GTF2I_HUMAN	1.00	0.81	1185	0.51702	1429	1	244.0	0.2059071729957806
MPIP3_HUMAN	3.00	2.43	397	1.55106	442	1	45.0	0.11335012594458438
MK13_HUMAN	31.00	25.11	42	16.02766	42	1	0.0	0.0
AKIP1_HUMAN	1.00	0.81	1186	0.51702	1430	1	244.0	0.2057335581787521
EF2K_HUMAN	2.00	1.62	651	1.03404	547	1	-104.0	-0.1597542242703533
STMN1_HUMAN	1.00	0.81	1187	0.51702	1431	1	244.0	0.2055602358887953
JIP2_HUMAN	2.00	1.62	652	1.03404	629	1	-23.0	-0.0352760736196319
FPR1_HUMAN	1.00	0.81	1188	0.51702	1432	1	244.0	0.2053872053872054
M3K4_HUMAN	4.00	3.24	274	2.06809	240	1	-34.0	-0.12408759124087591
KAT2B_HUMAN	2.00	1.62	682	1.03404	727	1	45.0	0.06598240469208211
NCOA3_HUMAN	3.00	2.43	418	1.55106	445	1	27.0	0.0645933014354067
RHG09_HUMAN	2.00	1.62	681	1.03404	488	1	-193.0	-0.2834067547723935
SP20H_HUMAN	1.00	0.81	1231	0.51702	890	1	-341.0	-0.2770105605199025
STAT4_HUMAN	2.00	1.62	680	1.03404	561	1	-119.0	-0.175
FUBP1_HUMAN	2.00	1.62	679	1.03404	486	1	-193.0	-0.28424153166421207
MKNK2_HUMAN	1.00	0.81	1230	0.51702	889	1	-341.0	-0.27723577235772356
PTPRR_HUMAN	1.00	0.81	1229	0.51702	888	1	-341.0	-0.2774613506916192
SMAD3_HUMAN	2.00	1.62	678	1.03404	726	1	48.0	0.07079646017699115
MEF2D_HUMAN	1.00	0.81	1228	0.51702	887	1	-341.0	-0.2776872964169381
IKBA_HUMAN	3.00	2.43	417	1.55106	425	1	8.0	0.019184652278177457
JUNB_HUMAN	1.00	0.81	1227	0.51702	886	1	-341.0	-0.27791361043194784
EEA1_HUMAN	2.00	1.62	677	1.03404	550	1	-127.0	-0.18759231905465287
MAFA_HUMAN	1.00	0.81	1226	0.51702	885	1	-341.0	-0.27814029363784665
TISB_HUMAN	1.00	0.81	1225	0.51702	884	1	-341.0	-0.2783673469387755
KKCC2_HUMAN	1.00	0.81	1223	0.51702	882	1	-341.0	-0.2788225674570728
S12A2_HUMAN	1.00	0.81	1224	0.51702	883	1	-341.0	-0.2785947712418301
YYAP1_HUMAN	1.00	0.81	1222	0.51702	881	1	-341.0	-0.279050736497545
GA45A_HUMAN	3.00	2.43	416	1.55106	443	1	27.0	0.06490384615384616
KMT2C_HUMAN	1.00	0.81	1220	0.51702	879	1	-341.0	-0.2795081967213115
AES_HUMAN	1.00	0.81	1221	0.51702	880	1	-341.0	-0.27927927927927926
P4R3A_HUMAN	1.00	0.81	1218	0.51702	877	1	-341.0	-0.2799671592775041
EMSA1_HUMAN	1.00	0.81	1219	0.51702	878	1	-341.0	-0.2797374897456932
MOB3B_HUMAN	1.00	0.81	1216	0.51702	875	1	-341.0	-0.28042763157894735
TCF20_HUMAN	1.00	0.81	1217	0.51702	876	1	-341.0	-0.28019720624486444
ZN142_HUMAN	1.00	0.81	1214	0.51702	873	1	-341.0	-0.2808896210873147
4EBP1_HUMAN	1.00	0.81	1215	0.51702	874	1	-341.0	-0.2806584362139918
HSF4_HUMAN	1.00	0.81	1212	0.51702	871	1	-341.0	-0.28135313531353134
JDP2_HUMAN	1.00	0.81	1213	0.51702	872	1	-341.0	-0.281121187139324
ELK3_HUMAN	1.00	0.81	1211	0.51702	870	1	-341.0	-0.2815854665565648
RBNS5_HUMAN	2.00	1.62	676	1.03404	549	1	-127.0	-0.1878698224852071
SYMC_HUMAN	1.00	0.81	1210	0.51702	869	1	-341.0	-0.2818181818181818
DDIT3_HUMAN	1.00	0.81	1209	0.51702	868	1	-341.0	-0.28205128205128205
IRAK1_HUMAN	3.00	2.43	415	1.55106	340	1	-75.0	-0.18072289156626506
EDN1_HUMAN	3.00	2.43	414	1.55106	292	1	-122.0	-0.2946859903381642
IL4_HUMAN	1.00	0.81	1206	0.51702	865	1	-341.0	-0.2827529021558872
CSN5_HUMAN	2.00	1.62	675	1.03404	725	1	50.0	0.07407407407407407
RL36A_HUMAN	1.00	0.81	1208	0.51702	867	1	-341.0	-0.28228476821192056
MARE1_HUMAN	1.00	0.81	1207	0.51702	866	1	-341.0	-0.28251864125932064
PAK6_HUMAN	1.00	0.81	1203	0.51702	862	1	-341.0	-0.28345802161263506
DUS22_HUMAN	1.00	0.81	1202	0.51702	861	1	-341.0	-0.28369384359401
SCN8A_HUMAN	1.00	0.81	1205	0.51702	864	1	-341.0	-0.2829875518672199
RL41_HUMAN	1.00	0.81	1204	0.51702	863	1	-341.0	-0.28322259136212624
SNAPN_HUMAN	1.00	0.81	1200	0.51702	859	1	-341.0	-0.2841666666666667
EF1A1_HUMAN	2.00	1.62	673	1.03404	485	1	-188.0	-0.27934621099554235
EPB42_HUMAN	1.00	0.81	1201	0.51702	860	1	-341.0	-0.2839300582847627
K1C18_HUMAN	2.00	1.62	674	1.03404	548	1	-126.0	-0.18694362017804153
MYEF2_HUMAN	1.00	0.81	1198	0.51702	857	1	-341.0	-0.2846410684474123
CBL_HUMAN	3.00	2.43	413	1.55106	301	1	-112.0	-0.2711864406779661
HNF4A_HUMAN	2.00	1.62	672	1.03404	724	1	52.0	0.07738095238095238
GMFB_HUMAN	1.00	0.81	1199	0.51702	858	1	-341.0	-0.28440366972477066
TOLIP_HUMAN	2.00	1.62	671	1.03404	487	1	-184.0	-0.27421758569299554
NU153_HUMAN	1.00	0.81	1195	0.51702	854	1	-341.0	-0.28535564853556483
DUS9_HUMAN	1.00	0.81	1196	0.51702	855	1	-341.0	-0.28511705685618727
