Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
CENPC_HUMAN	1.00	0.81	1073	0.00012	1842	1	769.0	0.7166821994408201
PAX3_HUMAN	1.00	0.81	1072	0.00012	1841	1	769.0	0.7173507462686567
DAPK3_HUMAN	1.00	0.81	1071	0.00012	1840	1	769.0	0.7180205415499533
DEK_HUMAN	1.00	0.81	1118	0.00012	1855	1	737.0	0.6592128801431127
HDAC1_HUMAN	2.00	1.62	618	0.00018	525	1	-93.0	0.15048543689320387
TRI27_HUMAN	2.00	1.62	620	0.00018	527	1	-93.0	0.15
UBB_HUMAN	2.00	1.62	619	0.00018	526	1	-93.0	0.15024232633279483
DNM3A_HUMAN	1.00	0.81	1116	0.00012	1853	1	737.0	0.660394265232975
MP2K7_HUMAN	5.00	4.05	183	0.00030	157	1	-26.0	0.14207650273224043
HABP4_HUMAN	3.00	2.43	373	0.00025	247	1	-126.0	0.3378016085790885
BUB1B_HUMAN	1.00	0.81	1117	0.00012	1854	1	737.0	0.6598030438675022
CYTSB_HUMAN	1.00	0.81	1114	0.00012	1851	1	737.0	0.6615798922800719
DBF4A_HUMAN	1.00	0.81	1113	0.00012	1850	1	737.0	0.6621743036837376
FZR_HUMAN	2.00	1.62	617	0.00016	711	1	94.0	0.15235008103727715
HSPB2_HUMAN	1.00	0.81	1115	0.00012	1852	1	737.0	0.6609865470852018
IMA3_HUMAN	3.00	2.43	372	0.00024	271	1	-101.0	0.271505376344086
MD2L1_HUMAN	1.00	0.81	1111	0.00012	1848	1	737.0	0.6633663366336634
PDCD4_HUMAN	1.00	0.81	1112	0.00012	1849	1	737.0	0.6627697841726619
MCRS1_HUMAN	2.00	1.62	616	0.00016	719	1	103.0	0.1672077922077922
CBS_HUMAN	1.00	0.81	1126	0.00012	1857	1	731.0	0.6492007104795737
NSD3_HUMAN	1.00	0.81	1127	0.00012	1858	1	731.0	0.6486246672582077
TGFB1_HUMAN	3.00	2.43	374	0.00023	285	1	-89.0	0.23796791443850268
MP2K4_HUMAN	6.00	4.86	142	0.00032	136	1	-6.0	0.04225352112676056
HDAC3_HUMAN	5.00	4.05	184	0.00031	147	1	-37.0	0.20108695652173914
AVR2A_HUMAN	1.00	0.81	1125	0.00012	1856	1	731.0	0.6497777777777778
DERL1_HUMAN	45.00	36.45	29	0.00399	18	1	-11.0	0.3793103448275862
AMFR_HUMAN	2.00	1.62	623	0.00018	491	1	-132.0	0.21187800963081863
CFTR_HUMAN	2.00	1.62	621	0.00019	449	1	-172.0	0.27697262479871176
NGLY1_HUMAN	1.00	0.81	1123	0.00013	1049	1	-74.0	0.06589492430988424
SELS_HUMAN	1.00	0.81	1124	0.00013	1050	1	-74.0	0.06583629893238434
SYVN1_HUMAN	2.00	1.62	622	0.00019	432	1	-190.0	0.3054662379421222
RNF5_HUMAN	1.00	0.81	1119	0.00013	1045	1	-74.0	0.06613047363717604
SVIP_HUMAN	1.00	0.81	1120	0.00013	1046	1	-74.0	0.06607142857142857
FAF2_HUMAN	1.00	0.81	1121	0.00013	1047	1	-74.0	0.06601248884924175
1A03_HUMAN	1.00	0.81	1122	0.00013	1048	1	-74.0	0.0659536541889483
TRAM1_HUMAN	1.00	0.81	1098	0.00013	1033	1	-65.0	0.05919854280510018
SE1L1_HUMAN	1.00	0.81	1097	0.00013	1032	1	-65.0	0.059252506836827715
APOB_HUMAN	2.00	1.62	614	0.00018	536	1	-78.0	0.1270358306188925
HERP1_HUMAN	1.00	0.81	1096	0.00013	1031	1	-65.0	0.05930656934306569
OPSD_HUMAN	2.00	1.62	613	0.00018	496	1	-117.0	0.19086460032626426
UBXN6_HUMAN	1.00	0.81	1095	0.00013	1030	1	-65.0	0.0593607305936073
UBXN4_HUMAN	1.00	0.81	1094	0.00013	1029	1	-65.0	0.05941499085923217
ASGR2_HUMAN	1.00	0.81	1093	0.00013	1028	1	-65.0	0.059469350411710885
TRFM_HUMAN	1.00	0.81	1092	0.00013	1027	1	-65.0	0.05952380952380952
OTU1_HUMAN	1.00	0.81	1091	0.00013	1026	1	-65.0	0.05957836846929423
DERL2_HUMAN	1.00	0.81	1090	0.00013	1025	1	-65.0	0.05963302752293578
CD3D_HUMAN	1.00	0.81	1089	0.00013	1024	1	-65.0	0.05968778696051423
ERLN2_HUMAN	1.00	0.81	1088	0.00013	1023	1	-65.0	0.05974264705882353
SNX2_HUMAN	1.00	0.81	1087	0.00013	1022	1	-65.0	0.05979760809567617
A1AT_HUMAN	1.00	0.81	1086	0.00013	1021	1	-65.0	0.05985267034990792
CLN6_HUMAN	1.00	0.81	1085	0.00013	1020	1	-65.0	0.059907834101382486
1A01_HUMAN	1.00	0.81	1109	0.00013	1043	1	-66.0	0.059513074842200184
1A02_HUMAN	1.00	0.81	1110	0.00013	1044	1	-66.0	0.05945945945945946
1A26_HUMAN	1.00	0.81	1107	0.00013	1041	1	-66.0	0.05962059620596206
RN103_HUMAN	1.00	0.81	1108	0.00013	1042	1	-66.0	0.05956678700361011
V2R_HUMAN	1.00	0.81	1105	0.00013	1039	1	-66.0	0.05972850678733032
CAC1C_HUMAN	1.00	0.81	1106	0.00013	1040	1	-66.0	0.059674502712477394
ALBU_HUMAN	4.00	3.24	256	0.00027	208	1	-48.0	0.1875
S61A1_HUMAN	1.00	0.81	1104	0.00013	1038	1	-66.0	0.059782608695652176
PGH2_HUMAN	6.00	4.86	141	0.00038	93	1	-48.0	0.3404255319148936
SHH_HUMAN	1.00	0.81	1103	0.00013	1037	1	-66.0	0.05983680870353581
UB2J1_HUMAN	1.00	0.81	1101	0.00013	1035	1	-66.0	0.05994550408719346
UBP19_HUMAN	1.00	0.81	1102	0.00013	1036	1	-66.0	0.05989110707803993
ZFN2B_HUMAN	1.00	0.81	1100	0.00013	1034	1	-66.0	0.06
DPP6_HUMAN	2.00	1.62	615	0.00019	463	1	-152.0	0.24715447154471545
EAA2_HUMAN	4.00	3.24	255	0.00031	141	1	-114.0	0.4470588235294118
AJUBA_HUMAN	1.00	0.81	1099	0.00012	1578	1	479.0	0.43585077343039125
SBP1_HUMAN	1.00	0.81	1144	0.00013	1560	1	416.0	0.36363636363636365
GSHR_HUMAN	1.00	0.81	1143	0.00013	1559	1	416.0	0.36395450568678916
MK06_HUMAN	1.00	0.81	1146	0.00013	1562	1	416.0	0.36300174520069806
GSHB_HUMAN	1.00	0.81	1145	0.00013	1561	1	416.0	0.36331877729257644
GSTA1_HUMAN	1.00	0.81	1148	0.00013	1564	1	416.0	0.3623693379790941
GSTA2_HUMAN	1.00	0.81	1147	0.00013	1563	1	416.0	0.36268526591107236
GSTA3_HUMAN	1.00	0.81	1149	0.00013	1565	1	416.0	0.36205395996518713
GSTA4_HUMAN	2.00	1.62	635	0.00017	604	1	-31.0	0.048818897637795275
GSTM2_HUMAN	1.00	0.81	1139	0.00013	1555	1	416.0	0.3652326602282704
GSTP1_HUMAN	3.00	2.43	381	0.00021	358	1	-23.0	0.06036745406824147
CP2CJ_HUMAN	3.00	2.43	383	0.00020	404	1	21.0	0.05483028720626632
CP2J2_HUMAN	3.00	2.43	382	0.00020	403	1	21.0	0.0549738219895288
GSTK1_HUMAN	1.00	0.81	1141	0.00013	1557	1	416.0	0.36459246275197194
GGT1_HUMAN	1.00	0.81	1140	0.00013	1556	1	416.0	0.3649122807017544
GSTM1_HUMAN	2.00	1.62	634	0.00017	659	1	25.0	0.03943217665615142
GSTT2_HUMAN	1.00	0.81	1142	0.00013	1558	1	416.0	0.36427320490367776
GSTM3_HUMAN	1.00	0.81	1155	0.00013	1571	1	416.0	0.3601731601731602
GSTO1_HUMAN	1.00	0.81	1156	0.00013	1572	1	416.0	0.35986159169550175
IL6_HUMAN	5.00	4.05	186	0.00032	124	1	-62.0	0.3333333333333333
LOX5_HUMAN	1.00	0.81	1157	0.00013	1573	1	416.0	0.3595505617977528
MGST1_HUMAN	1.00	0.81	1158	0.00013	1574	1	416.0	0.3592400690846287
GGT7_HUMAN	1.00	0.81	1159	0.00013	1575	1	416.0	0.35893011216566006
GGT5_HUMAN	1.00	0.81	1160	0.00013	1576	1	416.0	0.3586206896551724
GGT6_HUMAN	1.00	0.81	1161	0.00013	1577	1	416.0	0.35831180017226527
MAAI_HUMAN	1.00	0.81	1150	0.00013	1566	1	416.0	0.3617391304347826
GSTM5_HUMAN	1.00	0.81	1151	0.00013	1567	1	416.0	0.36142484795829716
MGST2_HUMAN	1.00	0.81	1152	0.00013	1568	1	416.0	0.3611111111111111
GSTM4_HUMAN	2.00	1.62	636	0.00019	458	1	-178.0	0.279874213836478
CP2C9_HUMAN	4.00	3.24	259	0.00024	269	1	10.0	0.03861003861003861
MGST3_HUMAN	1.00	0.81	1153	0.00013	1569	1	416.0	0.36079791847354725
GSTO2_HUMAN	1.00	0.81	1154	0.00013	1570	1	416.0	0.36048526863084923
CP2C8_HUMAN	4.00	3.24	260	0.00024	270	1	10.0	0.038461538461538464
CP2CI_HUMAN	4.00	3.24	258	0.00024	268	1	10.0	0.03875968992248062
LX15B_HUMAN	1.00	0.81	1130	0.00013	1554	1	424.0	0.3752212389380531
GSTA5_HUMAN	1.00	0.81	1129	0.00013	1553	1	424.0	0.3755535872453499
GRIA1_HUMAN	30.00	24.30	45	0.00164	42	1	-3.0	0.06666666666666667
GRIP1_HUMAN	2.00	1.62	630	0.00015	748	1	118.0	0.1873015873015873
KCC2G_HUMAN	2.00	1.62	629	0.00014	821	1	192.0	0.3052464228934817
TRPC1_HUMAN	2.00	1.62	628	0.00015	765	1	137.0	0.21815286624203822
GRIA4_HUMAN	2.00	1.62	627	0.00015	747	1	120.0	0.19138755980861244
GRIK2_HUMAN	1.00	0.81	1128	0.00011	2190	1	1062.0	0.9414893617021277
TANC1_HUMAN	2.00	1.62	624	0.00014	820	1	196.0	0.3141025641025641
GRIA2_HUMAN	27.00	21.87	49	0.00162	43	1	-6.0	0.12244897959183673
DLG1_HUMAN	4.00	3.24	257	0.00021	353	1	96.0	0.3735408560311284
CXCR2_HUMAN	2.00	1.62	626	0.00017	676	1	50.0	0.07987220447284345
CCG2_HUMAN	3.00	2.43	376	0.00019	461	1	85.0	0.22606382978723405
GRID2_HUMAN	2.00	1.62	625	0.00015	746	1	121.0	0.1936
SDCB1_HUMAN	3.00	2.43	375	0.00021	363	1	-12.0	0.032
PICK1_HUMAN	2.00	1.62	632	0.00015	749	1	117.0	0.185126582278481
E41L2_HUMAN	1.00	0.81	1137	0.00011	2191	1	1054.0	0.9270008795074758
CALX_HUMAN	3.00	2.43	378	0.00019	471	1	93.0	0.24603174603174602
HOME1_HUMAN	3.00	2.43	379	0.00018	511	1	132.0	0.3482849604221636
E41L1_HUMAN	1.00	0.81	1138	0.00011	2192	1	1054.0	0.9261862917398945
GRP78_HUMAN	3.00	2.43	380	0.00022	321	1	-59.0	0.15526315789473685
MYO5A_HUMAN	5.00	4.05	185	0.00033	118	1	-67.0	0.3621621621621622
RB11A_HUMAN	2.00	1.62	633	0.00015	750	1	117.0	0.1848341232227488
DRD2_HUMAN	2.00	1.62	631	0.00015	791	1	160.0	0.25356576862123614
GRIP2_HUMAN	1.00	0.81	1133	0.00011	2040	1	907.0	0.8005295675198588
GRIA3_HUMAN	1.00	0.81	1131	0.00011	2038	1	907.0	0.801945181255526
REST_HUMAN	1.00	0.81	1132	0.00011	2039	1	907.0	0.8012367491166078
NSF_HUMAN	3.00	2.43	377	0.00018	493	1	116.0	0.3076923076923077
SPTB2_HUMAN	1.00	0.81	1136	0.00011	2043	1	907.0	0.7984154929577465
ATAD1_HUMAN	1.00	0.81	1134	0.00011	2041	1	907.0	0.7998236331569665
CCG8_HUMAN	1.00	0.81	1135	0.00011	2042	1	907.0	0.7991189427312775
DLG4_HUMAN	7.00	5.67	118	0.00034	108	1	-10.0	0.0847457627118644
CADH2_HUMAN	8.00	6.48	94	0.00039	90	1	-4.0	0.0425531914893617
RGS3_HUMAN	3.00	2.43	391	0.00018	497	1	106.0	0.2710997442455243
CTNA1_HUMAN	2.00	1.62	649	0.00017	661	1	12.0	0.01848998459167951
CTND1_HUMAN	1.00	0.81	1178	0.00011	2044	1	866.0	0.735144312393888
DAB2P_HUMAN	3.00	2.43	390	0.00021	364	1	-26.0	0.06666666666666667
DUS19_HUMAN	1.00	0.81	1177	0.00010	2247	1	1070.0	0.9090909090909091
SOCS1_HUMAN	2.00	1.62	648	0.00017	658	1	10.0	0.015432098765432098
ZN622_HUMAN	1.00	0.81	1181	0.00010	2250	1	1069.0	0.9051651143099069
GEMI5_HUMAN	2.00	1.62	650	0.00018	551	1	-99.0	0.1523076923076923
AAPK2_HUMAN	1.00	0.81	1180	0.00010	2249	1	1069.0	0.9059322033898305
IGF1R_HUMAN	3.00	2.43	395	0.00022	342	1	-53.0	0.1341772151898734
AAKB2_HUMAN	1.00	0.81	1179	0.00010	2248	1	1069.0	0.9067005937234945
THIO_HUMAN	3.00	2.43	394	0.00021	365	1	-29.0	0.07360406091370558
PPP5_HUMAN	3.00	2.43	392	0.00018	532	1	140.0	0.35714285714285715
GA45B_HUMAN	3.00	2.43	393	0.00018	534	1	141.0	0.35877862595419846
USP9X_HUMAN	1.00	0.81	1174	0.00010	2244	1	1070.0	0.9114139693356048
MP2K6_HUMAN	60.00	48.60	20	0.00294	27	1	7.0	0.35
TNNT2_HUMAN	1.00	0.81	1173	0.00010	2243	1	1070.0	0.9121909633418585
M3K3_HUMAN	5.00	4.05	188	0.00029	166	1	-22.0	0.11702127659574468
ARRB2_HUMAN	3.00	2.43	389	0.00021	383	1	-6.0	0.015424164524421594
PDCD6_HUMAN	1.00	0.81	1172	0.00010	2242	1	1070.0	0.9129692832764505
PRS4_HUMAN	1.00	0.81	1171	0.00010	2241	1	1070.0	0.9137489325362937
TPD53_HUMAN	1.00	0.81	1170	0.00010	2240	1	1070.0	0.9145299145299145
TRAF6_HUMAN	9.00	7.29	76	0.00047	77	1	1.0	0.013157894736842105
TRAF5_HUMAN	1.00	0.81	1176	0.00010	2246	1	1070.0	0.9098639455782312
TNAP3_HUMAN	4.00	3.24	265	0.00026	222	1	-43.0	0.16226415094339622
SOCS3_HUMAN	5.00	4.05	189	0.00027	206	1	17.0	0.08994708994708994
M3K2_HUMAN	1.00	0.81	1175	0.00010	2245	1	1070.0	0.9106382978723404
KMT2A_HUMAN	2.00	1.62	647	0.00017	657	1	10.0	0.015455950540958269
RBCC1_HUMAN	2.00	1.62	646	0.00017	656	1	10.0	0.015479876160990712
GNA12_HUMAN	2.00	1.62	645	0.00016	698	1	53.0	0.08217054263565891
PRS7_HUMAN	1.00	0.81	1165	0.00010	2236	1	1071.0	0.91931330472103
MPIP1_HUMAN	2.00	1.62	643	0.00015	758	1	115.0	0.17884914463452567
KCC2B_HUMAN	8.00	6.48	93	0.00036	99	1	6.0	0.06451612903225806
JAK2_HUMAN	2.00	1.62	644	0.00015	771	1	127.0	0.1972049689440994
MP2K3_HUMAN	54.00	43.74	24	0.00247	30	1	6.0	0.25
M3K7_HUMAN	7.00	5.67	117	0.00035	101	1	-16.0	0.13675213675213677
SYQ_HUMAN	2.00	1.62	642	0.00018	550	1	-92.0	0.14330218068535824
ARRB1_HUMAN	4.00	3.24	262	0.00024	254	1	-8.0	0.030534351145038167
M3K6_HUMAN	1.00	0.81	1168	0.00010	2238	1	1070.0	0.916095890410959
P85A_HUMAN	4.00	3.24	263	0.00026	210	1	-53.0	0.20152091254752852
GNA13_HUMAN	1.00	0.81	1169	0.00010	2239	1	1070.0	0.9153122326775022
MBP_HUMAN	4.00	3.24	264	0.00023	291	1	27.0	0.10227272727272728
ERF3A_HUMAN	1.00	0.81	1166	0.00010	2237	1	1071.0	0.91852487135506
MAPK5_HUMAN	5.00	4.05	187	0.00028	170	1	-17.0	0.09090909090909091
ESR2_HUMAN	1.00	0.81	1167	0.00010	2285	1	1118.0	0.9580119965724079
MAPK3_HUMAN	6.00	4.86	144	0.00029	159	1	15.0	0.10416666666666667
CI078_HUMAN	1.00	0.81	1164	0.00010	2284	1	1120.0	0.9621993127147767
RPC4_HUMAN	1.00	0.81	1163	0.00010	2283	1	1120.0	0.9630266552020637
DUS16_HUMAN	2.00	1.62	638	0.00015	774	1	136.0	0.21316614420062696
ATF2_HUMAN	4.00	3.24	261	0.00023	273	1	12.0	0.04597701149425287
CPNE6_HUMAN	2.00	1.62	637	0.00017	590	1	-47.0	0.07378335949764521
SK2L2_HUMAN	1.00	0.81	1162	0.00010	2282	1	1120.0	0.963855421686747
DUS1_HUMAN	3.00	2.43	385	0.00018	476	1	91.0	0.23636363636363636
IL2_HUMAN	3.00	2.43	384	0.00020	428	1	44.0	0.11458333333333333
ZNHI1_HUMAN	3.00	2.43	387	0.00021	367	1	-20.0	0.05167958656330749
ATF6A_HUMAN	3.00	2.43	386	0.00019	451	1	65.0	0.16839378238341968
K2C8_HUMAN	2.00	1.62	641	0.00015	777	1	136.0	0.2121684867394696
PRGC1_HUMAN	3.00	2.43	388	0.00021	368	1	-20.0	0.05154639175257732
TAB2_HUMAN	6.00	4.86	143	0.00031	142	1	-1.0	0.006993006993006993
FOS_HUMAN	7.00	5.67	116	0.00037	96	1	-20.0	0.1724137931034483
USF1_HUMAN	2.00	1.62	640	0.00015	776	1	136.0	0.2125
M3K12_HUMAN	2.00	1.62	639	0.00015	775	1	136.0	0.21283255086071987
CCM2_HUMAN	4.00	3.24	270	0.00024	264	1	-6.0	0.022222222222222223
TY3H_HUMAN	2.00	1.62	664	0.00015	788	1	124.0	0.18674698795180722
IF4E_HUMAN	2.00	1.62	663	0.00015	787	1	124.0	0.1870286576168929
LCK_HUMAN	3.00	2.43	408	0.00020	397	1	-11.0	0.02696078431372549
FGR_HUMAN	3.00	2.43	411	0.00020	426	1	15.0	0.0364963503649635
MAPK2_HUMAN	4.00	3.24	271	0.00022	318	1	47.0	0.17343173431734318
RALA_HUMAN	3.00	2.43	409	0.00018	482	1	73.0	0.1784841075794621
GDIA_HUMAN	3.00	2.43	410	0.00021	387	1	-23.0	0.05609756097560976
RALB_HUMAN	2.00	1.62	666	0.00015	790	1	124.0	0.18618618618618618
TSC2_HUMAN	4.00	3.24	272	0.00027	204	1	-68.0	0.25
IL2RA_HUMAN	2.00	1.62	665	0.00015	789	1	124.0	0.18646616541353384
M3K1_HUMAN	7.00	5.67	119	0.00038	92	1	-27.0	0.226890756302521
NOX3_HUMAN	4.00	3.24	273	0.00022	319	1	46.0	0.1684981684981685
CD40L_HUMAN	3.00	2.43	412	0.00021	369	1	-43.0	0.10436893203883495
CY24A_HUMAN	5.00	4.05	197	0.00028	179	1	-18.0	0.09137055837563451
CY24B_HUMAN	5.00	4.05	198	0.00028	180	1	-18.0	0.09090909090909091
ETV1_HUMAN	2.00	1.62	659	0.00015	783	1	124.0	0.18816388467374812
GBG2_HUMAN	3.00	2.43	404	0.00020	395	1	-9.0	0.022277227722772276
IL2RB_HUMAN	2.00	1.62	658	0.00015	782	1	124.0	0.1884498480243161
MITF_HUMAN	2.00	1.62	657	0.00015	781	1	124.0	0.1887366818873668
NCF2_HUMAN	5.00	4.05	196	0.00028	178	1	-18.0	0.09183673469387756
NCF4_HUMAN	5.00	4.05	195	0.00028	177	1	-18.0	0.09230769230769231
NOX1_HUMAN	5.00	4.05	194	0.00028	176	1	-18.0	0.09278350515463918
YES_HUMAN	3.00	2.43	405	0.00020	396	1	-9.0	0.022222222222222223
ELK1_HUMAN	3.00	2.43	406	0.00018	494	1	88.0	0.21674876847290642
ELK4_HUMAN	2.00	1.62	661	0.00015	785	1	124.0	0.1875945537065053
ZAP70_HUMAN	4.00	3.24	269	0.00022	317	1	48.0	0.17843866171003717
MKNK1_HUMAN	2.00	1.62	660	0.00015	784	1	124.0	0.18787878787878787
PDX1_HUMAN	1.00	0.81	1190	0.00010	2287	1	1097.0	0.9218487394957983
MYOG_HUMAN	3.00	2.43	407	0.00018	480	1	73.0	0.17936117936117937
HBP1_HUMAN	2.00	1.62	662	0.00015	786	1	124.0	0.18731117824773413
K2C1_HUMAN	1.00	0.81	1189	0.00010	2286	1	1097.0	0.9226240538267452
MYF6_HUMAN	3.00	2.43	398	0.00018	477	1	79.0	0.1984924623115578
DUS10_HUMAN	2.00	1.62	653	0.00015	778	1	125.0	0.19142419601837674
ESR1_HUMAN	6.00	4.86	146	0.00036	100	1	-46.0	0.3150684931506849
MYOD1_HUMAN	3.00	2.43	399	0.00018	478	1	79.0	0.19799498746867167
DUS6_HUMAN	4.00	3.24	267	0.00022	315	1	48.0	0.1797752808988764
JIP4_HUMAN	5.00	4.05	192	0.00026	227	1	35.0	0.18229166666666666
CDON_HUMAN	2.00	1.62	654	0.00015	779	1	125.0	0.191131498470948
MYF5_HUMAN	3.00	2.43	400	0.00018	479	1	79.0	0.1975
TNR5_HUMAN	3.00	2.43	401	0.00020	429	1	28.0	0.06982543640897755
PRGR_HUMAN	4.00	3.24	268	0.00022	316	1	48.0	0.1791044776119403
TAB1_HUMAN	5.00	4.05	193	0.00026	213	1	20.0	0.10362694300518134
JAK1_HUMAN	3.00	2.43	402	0.00019	452	1	50.0	0.12437810945273632
FUBP2_HUMAN	3.00	2.43	403	0.00022	334	1	-69.0	0.17121588089330025
HCK_HUMAN	2.00	1.62	655	0.00015	780	1	125.0	0.19083969465648856
MK12_HUMAN	43.00	34.83	32	0.00206	34	1	2.0	0.0625
SNTA1_HUMAN	2.00	1.62	656	0.00015	734	1	78.0	0.11890243902439024
3BP5_HUMAN	1.00	0.81	1182	0.00010	2327	1	1145.0	0.9686971235194586
LAP2_HUMAN	3.00	2.43	396	0.00017	621	1	225.0	0.5681818181818182
CCND1_HUMAN	5.00	4.05	190	0.00032	133	1	-57.0	0.3
DLG2_HUMAN	6.00	4.86	145	0.00030	155	1	10.0	0.06896551724137931
DLG3_HUMAN	5.00	4.05	191	0.00024	260	1	69.0	0.3612565445026178
SNTB1_HUMAN	1.00	0.81	1183	0.00010	2328	1	1145.0	0.9678782755705833
GRB2_HUMAN	4.00	3.24	266	0.00023	290	1	24.0	0.09022556390977443
GCH1_HUMAN	1.00	0.81	1184	0.00010	2329	1	1145.0	0.9670608108108109
GTF2I_HUMAN	1.00	0.81	1185	0.00010	2330	1	1145.0	0.9662447257383966
MPIP3_HUMAN	3.00	2.43	397	0.00021	378	1	-19.0	0.04785894206549118
MK13_HUMAN	31.00	25.11	42	0.00154	44	1	2.0	0.047619047619047616
AKIP1_HUMAN	1.00	0.81	1186	0.00010	2279	1	1093.0	0.9215851602023609
EF2K_HUMAN	2.00	1.62	651	0.00015	773	1	122.0	0.18740399385560677
STMN1_HUMAN	1.00	0.81	1187	0.00010	2280	1	1093.0	0.9208087615838247
JIP2_HUMAN	2.00	1.62	652	0.00014	837	1	185.0	0.2837423312883436
FPR1_HUMAN	1.00	0.81	1188	0.00010	2281	1	1093.0	0.92003367003367
M3K4_HUMAN	4.00	3.24	274	0.00023	279	1	5.0	0.01824817518248175
KAT2B_HUMAN	2.00	1.62	682	0.00017	598	1	-84.0	0.12316715542521994
NCOA3_HUMAN	3.00	2.43	418	0.00022	302	1	-116.0	0.27751196172248804
RHG09_HUMAN	2.00	1.62	681	0.00017	668	1	-13.0	0.01908957415565345
SP20H_HUMAN	1.00	0.81	1231	0.00011	2097	1	866.0	0.7034930950446792
STAT4_HUMAN	2.00	1.62	680	0.00015	792	1	112.0	0.16470588235294117
FUBP1_HUMAN	2.00	1.62	679	0.00018	510	1	-169.0	0.24889543446244478
MKNK2_HUMAN	1.00	0.81	1230	0.00011	2096	1	866.0	0.7040650406504065
PTPRR_HUMAN	1.00	0.81	1229	0.00011	2095	1	866.0	0.7046379170056957
SMAD3_HUMAN	2.00	1.62	678	0.00017	597	1	-81.0	0.11946902654867257
MEF2D_HUMAN	1.00	0.81	1228	0.00011	2094	1	866.0	0.7052117263843648
IKBA_HUMAN	3.00	2.43	417	0.00022	320	1	-97.0	0.23261390887290168
JUNB_HUMAN	1.00	0.81	1227	0.00011	2093	1	866.0	0.7057864710676447
EEA1_HUMAN	2.00	1.62	677	0.00017	631	1	-46.0	0.06794682422451995
MAFA_HUMAN	1.00	0.81	1226	0.00011	2092	1	866.0	0.7063621533442088
TISB_HUMAN	1.00	0.81	1225	0.00011	2091	1	866.0	0.7069387755102041
KKCC2_HUMAN	1.00	0.81	1223	0.00011	2089	1	866.0	0.7080948487326247
S12A2_HUMAN	1.00	0.81	1224	0.00011	2090	1	866.0	0.7075163398692811
YYAP1_HUMAN	1.00	0.81	1222	0.00011	2088	1	866.0	0.7086743044189853
GA45A_HUMAN	3.00	2.43	416	0.00021	371	1	-45.0	0.10817307692307693
KMT2C_HUMAN	1.00	0.81	1220	0.00011	2086	1	866.0	0.7098360655737705
AES_HUMAN	1.00	0.81	1221	0.00011	2087	1	866.0	0.7092547092547092
P4R3A_HUMAN	1.00	0.81	1218	0.00011	2084	1	866.0	0.7110016420361248
EMSA1_HUMAN	1.00	0.81	1219	0.00011	2085	1	866.0	0.7104183757178015
MOB3B_HUMAN	1.00	0.81	1216	0.00011	2082	1	866.0	0.712171052631579
TCF20_HUMAN	1.00	0.81	1217	0.00011	2083	1	866.0	0.7115858668857847
ZN142_HUMAN	1.00	0.81	1214	0.00011	2080	1	866.0	0.71334431630972
4EBP1_HUMAN	1.00	0.81	1215	0.00011	2081	1	866.0	0.7127572016460906
HSF4_HUMAN	1.00	0.81	1212	0.00011	2078	1	866.0	0.7145214521452146
JDP2_HUMAN	1.00	0.81	1213	0.00011	2079	1	866.0	0.7139323990107173
ELK3_HUMAN	1.00	0.81	1211	0.00011	2077	1	866.0	0.7151114781172585
RBNS5_HUMAN	2.00	1.62	676	0.00017	630	1	-46.0	0.06804733727810651
SYMC_HUMAN	1.00	0.81	1210	0.00011	2076	1	866.0	0.715702479338843
DDIT3_HUMAN	1.00	0.81	1209	0.00011	2075	1	866.0	0.7162944582299421
IRAK1_HUMAN	3.00	2.43	415	0.00018	535	1	120.0	0.2891566265060241
EDN1_HUMAN	3.00	2.43	414	0.00022	347	1	-67.0	0.16183574879227053
IL4_HUMAN	1.00	0.81	1206	0.00011	2072	1	866.0	0.7180762852404643
CSN5_HUMAN	2.00	1.62	675	0.00017	596	1	-79.0	0.11703703703703704
RL36A_HUMAN	1.00	0.81	1208	0.00011	2074	1	866.0	0.7168874172185431
MARE1_HUMAN	1.00	0.81	1207	0.00011	2073	1	866.0	0.7174813587406794
PAK6_HUMAN	1.00	0.81	1203	0.00011	2069	1	866.0	0.7198669991687449
DUS22_HUMAN	1.00	0.81	1202	0.00011	2068	1	866.0	0.7204658901830283
SCN8A_HUMAN	1.00	0.81	1205	0.00011	2071	1	866.0	0.7186721991701245
RL41_HUMAN	1.00	0.81	1204	0.00011	2070	1	866.0	0.7192691029900332
SNAPN_HUMAN	1.00	0.81	1200	0.00011	2066	1	866.0	0.7216666666666667
EF1A1_HUMAN	2.00	1.62	673	0.00018	509	1	-164.0	0.2436849925705795
EPB42_HUMAN	1.00	0.81	1201	0.00011	2067	1	866.0	0.7210657785179018
K1C18_HUMAN	2.00	1.62	674	0.00015	733	1	59.0	0.08753709198813056
MYEF2_HUMAN	1.00	0.81	1198	0.00011	2064	1	866.0	0.7228714524207012
CBL_HUMAN	3.00	2.43	413	0.00020	400	1	-13.0	0.031476997578692496
HNF4A_HUMAN	2.00	1.62	672	0.00017	595	1	-77.0	0.11458333333333333
GMFB_HUMAN	1.00	0.81	1199	0.00011	2065	1	866.0	0.7222685571309424
TOLIP_HUMAN	2.00	1.62	671	0.00017	667	1	-4.0	0.005961251862891207
NU153_HUMAN	1.00	0.81	1195	0.00011	2061	1	866.0	0.7246861924686192
