Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
JMY_HUMAN	1.00	0.64	1409	0.52341	1340	1	-69.0	-0.048970901348474094
SETD7_HUMAN	1.00	0.98	946	0.67593	856	1	-90.0	-0.09513742071881606
TOPRS_HUMAN	1.00	1.00	817	0.68367	780	1	-37.0	-0.04528763769889841
PAIRB_HUMAN	1.00	0.97	1018	0.67959	821	1	-197.0	-0.19351669941060903
PAK7_HUMAN	2.00	1.98	333	1.31430	375	1	42.0	0.12612612612612611
EF1G_HUMAN	1.00	0.58	1546	0.44656	1547	1	1.0	6.46830530401035E-4
IDH3G_HUMAN	1.00	0.58	1547	0.44656	1548	1	1.0	6.464124111182935E-4
P_HUMAN	1.00	0.92	1101	0.59067	1198	1	97.0	0.08810172570390554
RAB4A_HUMAN	2.00	1.72	469	1.18295	478	4	9.0	0.019189765458422176
RCN1_HUMAN	1.00	0.97	1024	0.61009	1145	1	121.0	0.1181640625
RGRF1_HUMAN	2.00	1.53	518	1.11824	512	1	-6.0	-0.011583011583011582
RHOA_HUMAN	3.00	2.19	267	1.61417	272	1	5.0	0.018726591760299626
RL36A_HUMAN	1.00	0.64	1412	0.54135	1300	7	-112.0	-0.07932011331444759
SC24C_HUMAN	1.00	0.88	1211	0.50972	1387	16	176.0	0.1453344343517754
SESN1_HUMAN	1.00	0.92	1102	0.59067	1199	1	97.0	0.08802177858439202
SHLB1_HUMAN	1.00	1.00	644	0.71872	611	1	-33.0	-0.05124223602484472
MCM3A_HUMAN	1.00	0.64	1411	0.50787	1391	6	-20.0	-0.014174344436569808
RUXE_HUMAN	1.00	1.00	800	0.66443	895	6	95.0	0.11875
TBC3A_HUMAN	2.00	1.90	392	1.20364	465	4	73.0	0.18622448979591838
TBB5_HUMAN	2.00	1.84	434	1.34409	345	2	-89.0	-0.20506912442396313
C1QBP_HUMAN	2.00	1.84	435	1.34409	346	2	-89.0	-0.2045977011494253
HNRPC_HUMAN	1.00	0.92	1060	0.69158	676	2	-384.0	-0.3622641509433962
WIPI3_HUMAN	1.00	0.96	1033	0.59167	1195	4	162.0	0.15682478218780252
ACON_HUMAN	1.00	0.56	1557	0.40130	1595	8	38.0	0.024405908798972382
APR_HUMAN	6.00	4.96	84	3.52834	81	1	-3.0	-0.03571428571428571
PIM1_HUMAN	1.00	1.00	643	0.68725	693	1	50.0	0.07776049766718507
MK10_HUMAN	5.00	3.92	131	2.91275	118	1	-13.0	-0.09923664122137404
BNC1_HUMAN	1.00	0.90	1109	0.59866	1179	1	70.0	0.06311992786293959
BIRC8_HUMAN	1.00	1.00	647	0.63822	1032	1	385.0	0.5950540958268934
CAV1_HUMAN	1.00	0.98	950	0.71765	612	2	-338.0	-0.35578947368421054
CY1_HUMAN	1.00	0.99	900	0.58048	1222	1	322.0	0.35777777777777775
FANCA_HUMAN	1.00	0.57	1554	0.49550	1431	1	-123.0	-0.07915057915057915
HDAC3_HUMAN	2.00	2.00	298	1.34787	333	1	35.0	0.1174496644295302
DOCK1_HUMAN	1.00	1.00	770	0.63526	1057	1	287.0	0.37272727272727274
DUS2_HUMAN	1.00	0.98	949	0.69814	650	7	-299.0	-0.3150684931506849
EGR1_HUMAN	1.00	1.00	645	0.68426	724	1	79.0	0.12248062015503876
ERCC3_HUMAN	1.00	1.00	646	0.68426	725	1	79.0	0.12229102167182662
FACD2_HUMAN	2.00	2.00	288	1.41209	290	2	2.0	0.006944444444444444
GDIA_HUMAN	1.00	0.99	895	0.60289	1167	4	272.0	0.3039106145251397
GRIP1_HUMAN	2.00	1.98	334	1.19837	472	3	138.0	0.41317365269461076
PICK1_HUMAN	2.00	2.00	311	1.20539	464	3	153.0	0.4919614147909968
GSTM1_HUMAN	2.00	1.50	526	1.17057	491	1	-35.0	-0.06653992395437262
HNF4A_HUMAN	2.00	1.90	391	1.34830	332	1	-59.0	-0.15089514066496162
ARRB2_HUMAN	1.00	1.00	754	0.70601	635	1	-119.0	-0.15782493368700265
CSK22_HUMAN	2.00	1.98	339	1.33599	360	7	21.0	0.061946902654867256
CSN5_HUMAN	2.00	1.89	414	1.34280	355	1	-59.0	-0.14251207729468598
MIB1_HUMAN	1.00	0.77	1270	0.60605	1158	7	-112.0	-0.08818897637795275
MPIP3_HUMAN	2.00	2.00	308	1.39053	307	1	-1.0	-0.003246753246753247
NRP1_HUMAN	1.00	1.00	639	0.64318	1005	5	366.0	0.5727699530516432
CCL18_HUMAN	1.00	1.00	843	0.68292	796	1	-47.0	-0.05575326215895611
DDX5_HUMAN	1.00	0.98	1002	0.67460	866	1	-136.0	-0.13572854291417166
PGH2_HUMAN	1.00	0.91	1104	0.64792	991	1	-113.0	-0.10235507246376811
ST1E1_HUMAN	1.00	1.00	842	0.68292	795	1	-47.0	-0.055819477434679333
STK6_HUMAN	1.00	1.00	638	0.68426	723	1	85.0	0.13322884012539185
TF3B_HUMAN	2.00	1.96	360	1.37456	317	1	-43.0	-0.11944444444444445
TOP2A_HUMAN	1.00	1.00	637	0.68426	722	1	85.0	0.13343799058084774
PARC_HUMAN	1.00	1.00	636	0.68426	721	1	85.0	0.13364779874213836
PDCD6_HUMAN	1.00	1.00	635	0.70609	632	1	-3.0	-0.004724409448818898
PICAL_HUMAN	1.00	1.00	812	0.66022	927	1	115.0	0.1416256157635468
PIN1_HUMAN	2.00	1.98	341	1.31250	376	1	35.0	0.10263929618768329
PKN2_HUMAN	1.00	1.00	799	0.66030	926	1	127.0	0.15894868585732166
SYNJ2_HUMAN	1.00	1.00	642	0.63542	1047	1	405.0	0.6308411214953271
RBP1_HUMAN	3.00	2.83	211	1.90494	226	5	15.0	0.07109004739336493
RIN1_HUMAN	1.00	1.00	641	0.60613	1155	4	514.0	0.8018720748829953
RIN3_HUMAN	1.00	0.76	1284	0.51023	1384	4	100.0	0.0778816199376947
SDCB1_HUMAN	3.00	2.99	176	1.80958	244	3	68.0	0.38636363636363635
BAT3_HUMAN	1.00	0.97	1025	0.65062	988	6	-37.0	-0.03609756097560975
SSRD_HUMAN	3.00	2.95	190	1.96275	204	8	14.0	0.07368421052631578
STX4_HUMAN	1.00	1.00	640	0.60613	1154	4	514.0	0.803125
STXB1_HUMAN	1.00	1.00	783	0.68365	781	1	-2.0	-0.002554278416347382
TIM23_HUMAN	1.00	0.85	1231	0.49759	1426	16	195.0	0.15840779853777417
CRADD_HUMAN	3.00	2.05	276	1.54036	277	1	1.0	0.0036231884057971015
RS16_HUMAN	2.00	1.97	346	1.39841	296	2	-50.0	-0.14450867052023122
TRAF6_HUMAN	6.00	5.10	80	3.64758	79	2	-1.0	-0.0125
VAV3_HUMAN	1.00	1.00	813	0.63495	1062	1	249.0	0.3062730627306273
PLGF_HUMAN	1.00	0.99	889	0.64024	1031	5	142.0	0.1597300337457818
WEE1_HUMAN	1.00	0.93	1047	0.63356	1066	1	19.0	0.018147086914995225
ELAF_HUMAN	1.00	0.60	1528	0.50800	1389	1	-139.0	-0.09096858638743456
MCR_HUMAN	1.00	0.69	1347	0.50785	1401	1	54.0	0.0400890868596882
CDN2B_HUMAN	1.00	0.66	1386	0.53116	1321	1	-65.0	-0.046897546897546896
ZN297_HUMAN	1.00	0.56	1559	0.49243	1434	1	-125.0	-0.08017960230917255
EAA3_HUMAN	1.00	0.73	1296	0.38603	1604	8	308.0	0.23765432098765432
IPF1_HUMAN	1.00	0.51	1620	0.43488	1575	18	-45.0	-0.027777777777777776
IRF1_HUMAN	1.00	0.52	1613	0.43183	1577	1	-36.0	-0.022318660880347178
KIFA3_HUMAN	1.00	0.64	1502	0.48361	1470	1	-32.0	-0.02130492676431425
MDR1_HUMAN	2.00	1.51	522	1.11738	513	1	-9.0	-0.017241379310344827
MGMT_HUMAN	1.00	0.69	1350	0.54520	1290	1	-60.0	-0.044444444444444446
MT1L_HUMAN	2.00	1.86	421	0.91182	575	10	154.0	0.3657957244655582
MT3_HUMAN	9.00	5.98	66	3.39281	85	10	19.0	0.2878787878787879
MT4_HUMAN	2.00	1.42	546	0.76504	584	10	38.0	0.0695970695970696
ERCC5_HUMAN	1.00	0.61	1523	0.45084	1532	14	9.0	0.005909389363099146
CDK6_HUMAN	2.00	1.14	584	0.96152	570	1	-14.0	-0.023972602739726026
UCN1_HUMAN	1.00	0.72	1305	0.55934	1262	1	-43.0	-0.03295019157088123
RAB5B_HUMAN	1.00	0.61	1519	0.44981	1533	4	14.0	0.009216589861751152
ARHG6_HUMAN	1.00	0.56	1560	0.44915	1535	1	-25.0	-0.016025641025641024
M4K2_HUMAN	1.00	0.86	1226	0.57964	1225	1	-1.0	-8.156606851549756E-4
RB11A_HUMAN	1.00	0.71	1317	0.48970	1442	4	125.0	0.09491268033409264
SH21A_HUMAN	1.00	0.61	1525	0.34281	1623	8	98.0	0.06426229508196721
TERT_HUMAN	1.00	0.85	1229	0.62091	1112	1	-117.0	-0.0951993490642799
BAT2_HUMAN	1.00	0.55	1584	0.45391	1525	5	-59.0	-0.037247474747474744
C1QR1_HUMAN	3.00	2.05	277	1.63296	270	5	-7.0	-0.02527075812274368
TOM20_HUMAN	2.00	1.67	478	1.07235	531	16	53.0	0.1108786610878661
1433T_HUMAN	3.00	2.97	183	2.09794	169	1	-14.0	-0.07650273224043716
AL2CL_HUMAN	1.00	1.00	872	0.60424	1163	4	291.0	0.33371559633027525
BMR1B_HUMAN	1.00	0.64	1418	0.44883	1537	1	119.0	0.08392101551480959
NOD2_HUMAN	1.00	1.00	860	0.64214	1027	1	167.0	0.1941860465116279
CD2L1_HUMAN	2.00	1.81	455	1.22497	446	1	-9.0	-0.01978021978021978
PYR1_HUMAN	3.00	2.87	206	2.01879	190	2	-16.0	-0.07766990291262135
1A74_HUMAN	1.00	0.90	1134	0.67920	828	9	-306.0	-0.2698412698412698
E4F1_HUMAN	1.00	1.00	801	0.68384	773	1	-28.0	-0.03495630461922597
ERBB4_HUMAN	1.00	0.64	1415	0.48791	1445	3	30.0	0.02120141342756184
EXOC1_HUMAN	1.00	0.98	953	0.62663	1096	4	143.0	0.15005246589716684
EXOC7_HUMAN	1.00	0.98	952	0.62663	1095	4	143.0	0.15021008403361344
GBRB1_HUMAN	1.00	0.64	1414	0.44883	1536	1	122.0	0.08628005657708628
GEFT_HUMAN	1.00	0.98	951	0.62758	1091	1	140.0	0.14721345951629863
GRP75_HUMAN	3.00	2.56	249	1.90565	225	2	-24.0	-0.0963855421686747
KPCG_HUMAN	3.00	2.88	205	1.85034	235	3	30.0	0.14634146341463414
ELK3_HUMAN	1.00	0.90	1132	0.66423	899	7	-233.0	-0.2058303886925795
JUNB_HUMAN	1.00	0.90	1133	0.66423	900	7	-233.0	-0.205648720211827
TIM44_HUMAN	1.00	0.77	1277	0.60195	1171	7	-106.0	-0.08300704776820673
MTA2_HUMAN	1.00	1.00	859	0.68259	806	1	-53.0	-0.06169965075669383
MTMR5_HUMAN	1.00	0.64	1413	0.52456	1334	2	-79.0	-0.055909412597310686
MTR1L_HUMAN	1.00	0.64	1417	0.36387	1615	10	198.0	0.1397318278052223
NANO1_HUMAN	2.00	1.84	436	1.20190	466	3	30.0	0.06880733944954129
NMD3B_HUMAN	2.00	1.90	401	1.22838	441	3	40.0	0.09975062344139651
EXOC3_HUMAN	1.00	0.90	1137	0.59561	1189	4	52.0	0.04573438874230431
CTNB1_HUMAN	3.00	2.90	202	1.88406	230	3	28.0	0.13861386138613863
KPCB_HUMAN	3.00	2.41	259	1.66181	265	3	6.0	0.023166023166023165
NF1_HUMAN	2.00	1.90	407	1.22374	448	3	41.0	0.10073710073710074
AINX_HUMAN	2.00	1.90	408	1.22374	449	3	41.0	0.10049019607843138
AKAP9_HUMAN	2.00	1.28	565	1.01132	552	3	-13.0	-0.023008849557522124
ACTA_HUMAN	1.00	0.64	1416	0.52341	1341	1	-75.0	-0.05296610169491525
PGTB2_HUMAN	1.00	0.90	1135	0.56870	1247	4	112.0	0.0986784140969163
PSMD6_HUMAN	1.00	0.58	1548	0.44656	1549	1	1.0	6.459948320413437E-4
PRKRA_HUMAN	1.00	1.00	648	0.68426	726	1	78.0	0.12037037037037036
M3K11_HUMAN	1.00	0.56	1565	0.44844	1541	1	-24.0	-0.015335463258785943
PLXA2_HUMAN	1.00	0.74	1291	0.52840	1326	1	35.0	0.027110766847405113
RBCC1_HUMAN	1.00	0.90	1136	0.66366	910	1	-226.0	-0.198943661971831
RBNS5_HUMAN	2.00	1.97	357	1.29861	394	4	37.0	0.10364145658263306
RCC2_HUMAN	1.00	0.81	1256	0.55837	1265	1	9.0	0.007165605095541401
RNPS1_HUMAN	1.00	0.64	1419	0.50787	1392	6	-27.0	-0.019027484143763214
TNIK_HUMAN	1.00	0.64	1420	0.44367	1557	1	137.0	0.09647887323943662
CP110_HUMAN	1.00	0.90	1138	0.64429	998	2	-140.0	-0.12302284710017575
MADD_HUMAN	1.00	0.98	954	0.67736	852	2	-102.0	-0.1069182389937107
MON2_HUMAN	2.00	1.84	437	1.34409	347	2	-90.0	-0.20594965675057209
TBB2B_HUMAN	2.00	1.84	438	1.34409	348	2	-90.0	-0.2054794520547945
ACTG_HUMAN	2.00	1.84	439	1.34409	349	2	-90.0	-0.20501138952164008
FANCI_HUMAN	2.00	1.84	440	1.34409	350	2	-90.0	-0.20454545454545456
TTC35_HUMAN	1.00	0.92	1061	0.69158	677	2	-384.0	-0.36192271442035817
AATC_HUMAN	1.00	0.52	1602	0.38292	1609	8	7.0	0.004369538077403246
ACTB_HUMAN	1.00	0.94	1043	0.61199	1141	1	98.0	0.09395973154362416
ANTR1_HUMAN	1.00	1.00	658	0.65692	944	1	286.0	0.43465045592705165
ASPP2_HUMAN	2.00	2.00	290	1.32162	369	1	79.0	0.27241379310344827
ATF3_HUMAN	2.00	1.62	486	1.22261	453	1	-33.0	-0.06790123456790123
B2L10_HUMAN	5.00	5.00	82	3.30784	88	1	6.0	0.07317073170731707
RTN1_HUMAN	1.00	1.00	655	0.65692	943	1	288.0	0.4396946564885496
BIRC5_HUMAN	2.00	2.00	289	1.29893	391	1	102.0	0.35294117647058826
PPIA_HUMAN	2.00	2.00	299	1.35495	329	1	30.0	0.10033444816053512
DEDD_HUMAN	1.00	0.98	908	0.65431	953	1	45.0	0.04955947136563876
MEF2A_HUMAN	2.00	1.99	322	1.36189	323	7	1.0	0.003105590062111801
LYN_HUMAN	2.00	1.98	340	1.28973	403	1	63.0	0.18529411764705883
DAPK1_HUMAN	1.00	0.99	894	0.68236	815	2	-79.0	-0.0883668903803132
GTR4_HUMAN	1.00	1.00	657	0.69304	663	1	6.0	0.0091324200913242
HSPB1_HUMAN	6.00	5.13	79	3.50320	82	1	3.0	0.0379746835443038
DUS6_HUMAN	1.00	0.90	1205	0.66398	907	7	-298.0	-0.24730290456431536
G3P_HUMAN	2.00	1.74	465	1.33507	361	2	-104.0	-0.22365591397849463
HDAC1_HUMAN	2.00	1.54	515	1.17924	482	1	-33.0	-0.06407766990291262
HSF1_HUMAN	1.00	1.00	656	0.69304	662	1	6.0	0.009146341463414634
KC1D_HUMAN	1.00	1.00	755	0.68417	761	1	6.0	0.007947019867549669
KLF4_HUMAN	1.00	0.98	906	0.67784	851	1	-55.0	-0.06070640176600441
EF2K_HUMAN	4.00	3.90	132	2.66573	132	1	0.0	0.0
TAB1_HUMAN	4.00	3.67	143	2.57568	140	1	-3.0	-0.02097902097902098
MSX1_HUMAN	1.00	1.00	653	0.68426	728	1	75.0	0.11485451761102604
NFAC2_HUMAN	2.00	2.00	302	1.32231	367	1	65.0	0.2152317880794702
ACTN3_HUMAN	2.00	1.91	384	1.23904	437	3	53.0	0.13802083333333334
NEUM_HUMAN	1.00	0.53	1590	0.43848	1572	3	-18.0	-0.011320754716981131
CCNG1_HUMAN	1.00	1.00	652	0.68426	727	1	75.0	0.11503067484662577
HS90B_HUMAN	2.00	1.87	420	1.33643	359	1	-61.0	-0.14523809523809525
TAD3L_HUMAN	1.00	1.00	654	0.68426	729	1	75.0	0.11467889908256881
PAK3_HUMAN	1.00	0.99	882	0.63267	1071	1	189.0	0.21428571428571427
PLD1_HUMAN	1.00	0.92	1100	0.60316	1166	1	66.0	0.06
PO2F1_HUMAN	1.00	0.99	902	0.64694	994	5	92.0	0.10199556541019955
PTMA_HUMAN	1.00	0.62	1517	0.49573	1430	1	-87.0	-0.057350032959789056
RIN2_HUMAN	1.00	1.00	871	0.60432	1162	4	291.0	0.3340987370838117
SF01_HUMAN	1.00	1.00	814	0.63689	1041	1	227.0	0.2788697788697789
TAF1_HUMAN	1.00	0.98	938	0.67651	855	1	-83.0	-0.08848614072494669
THAP8_HUMAN	1.00	1.00	844	0.68292	797	1	-47.0	-0.05568720379146919
PGS2_HUMAN	1.00	1.00	650	0.65239	977	5	327.0	0.5030769230769231
DNJA3_HUMAN	3.00	2.81	214	2.01390	192	2	-22.0	-0.102803738317757
TNF13_HUMAN	1.00	1.00	651	0.68570	700	2	49.0	0.07526881720430108
ATD3A_HUMAN	2.00	1.97	348	1.39841	298	2	-50.0	-0.14367816091954022
OST48_HUMAN	2.00	1.97	347	1.39841	297	2	-50.0	-0.1440922190201729
TRIO_HUMAN	1.00	1.00	784	0.63510	1058	1	274.0	0.3494897959183674
VGFR1_HUMAN	1.00	1.00	649	0.64318	1006	5	357.0	0.5500770416024653
ANGP2_HUMAN	1.00	0.69	1344	0.51416	1377	5	33.0	0.024553571428571428
CARD4_HUMAN	3.00	2.43	258	1.66235	264	1	6.0	0.023255813953488372
BCL6_HUMAN	2.00	1.42	544	1.07442	530	1	-14.0	-0.025735294117647058
CD20_HUMAN	1.00	0.71	1308	0.51744	1371	1	63.0	0.0481651376146789
MITF_HUMAN	2.00	1.79	460	1.25766	425	7	-35.0	-0.07608695652173914
BCL3_HUMAN	1.00	0.66	1378	0.49610	1429	1	51.0	0.03701015965166909
TR10A_HUMAN	5.00	3.32	159	2.54560	143	1	-16.0	-0.10062893081761007
CP1A1_HUMAN	1.00	0.87	1220	0.55490	1273	15	53.0	0.04344262295081967
COX11_HUMAN	1.00	0.53	1594	0.39588	1598	1	4.0	0.002509410288582183
SEPR_HUMAN	1.00	0.50	1624	0.27400	1631	19	7.0	0.004310344827586207
CAH1_HUMAN	3.00	1.85	425	1.36209	322	3	-103.0	-0.24235294117647058
GSHR_HUMAN	2.00	1.42	547	0.97630	564	3	17.0	0.031078610603290677
DSRAD_HUMAN	1.00	0.71	1309	0.47187	1494	3	185.0	0.1413292589763178
IBP3_HUMAN	1.00	0.81	1258	0.60233	1169	1	-89.0	-0.07074721780604133
IKBB_HUMAN	1.00	0.81	1257	0.60233	1168	1	-89.0	-0.07080350039777247
KCND2_HUMAN	1.00	0.51	1615	0.27795	1630	19	15.0	0.009287925696594427
MMP16_HUMAN	1.00	0.53	1592	0.31331	1626	10	34.0	0.02135678391959799
NSMA_HUMAN	1.00	0.53	1593	0.45202	1530	1	-63.0	-0.03954802259887006
RASK_HUMAN	2.00	1.66	479	1.17739	483	1	4.0	0.008350730688935281
RBL1_HUMAN	1.00	0.68	1362	0.54207	1298	1	-64.0	-0.04698972099853157
TDT_HUMAN	4.00	2.68	230	2.06865	172	1	-58.0	-0.25217391304347825
CP1A2_HUMAN	1.00	0.84	1243	0.54463	1291	15	48.0	0.038616251005631534
RAB31_HUMAN	1.00	0.60	1537	0.44153	1568	4	31.0	0.020169160702667534
RAB2A_HUMAN	1.00	0.69	1348	0.48193	1479	4	131.0	0.09718100890207715
RHOG_HUMAN	1.00	0.71	1318	0.51433	1375	1	57.0	0.04324734446130501
SCO1_HUMAN	1.00	0.61	1521	0.43224	1576	1	55.0	0.03616042077580539
2B1B_HUMAN	1.00	0.69	1340	0.52258	1360	5	20.0	0.014925373134328358
TNFL8_HUMAN	1.00	0.56	1579	0.48311	1476	2	-103.0	-0.06523115896136795
TNR21_HUMAN	1.00	0.67	1368	0.53935	1307	2	-61.0	-0.0445906432748538
TNR4_HUMAN	2.00	1.29	559	1.08303	527	2	-32.0	-0.057245080500894455
TRA2B_HUMAN	1.00	0.55	1581	0.46607	1502	6	-79.0	-0.04996837444655281
5HT2A_HUMAN	1.00	0.85	1235	0.60178	1175	20	-60.0	-0.048582995951417005
PON2_HUMAN	5.00	4.51	100	3.03592	108	20	8.0	0.08
ANDR_HUMAN	3.00	2.90	196	1.95792	208	1	12.0	0.061224489795918366
DYL1_HUMAN	3.00	2.80	216	1.91592	222	4	6.0	0.027777777777777776
PKN1_HUMAN	7.00	6.32	63	4.44827	62	1	-1.0	-0.015873015873015872
XIAP_HUMAN	2.00	2.00	291	1.29893	392	1	101.0	0.3470790378006873
CAN2_HUMAN	2.00	1.89	412	1.23246	440	1	28.0	0.06796116504854369
CCG2_HUMAN	2.00	1.90	393	1.16961	492	3	99.0	0.25190839694656486
CDX2_HUMAN	1.00	0.90	1141	0.66423	902	7	-239.0	-0.20946538124452235
CK2N1_HUMAN	1.00	0.64	1423	0.48357	1471	4	48.0	0.03373155305692199
CSK21_HUMAN	3.00	2.96	188	2.01183	194	1	6.0	0.031914893617021274
DAB2P_HUMAN	1.00	0.99	880	0.70335	640	1	-240.0	-0.2727272727272727
1A34_HUMAN	1.00	0.90	1139	0.67920	829	9	-310.0	-0.2721685689201054
DLGP4_HUMAN	2.00	1.84	441	1.20190	467	3	26.0	0.05895691609977324
ESR2_HUMAN	2.00	1.52	521	1.13366	507	1	-14.0	-0.026871401151631478
EXT1_HUMAN	1.00	0.90	1106	0.58604	1208	1	102.0	0.0922242314647378
FAK1_HUMAN	4.00	3.24	160	2.33786	158	5	-2.0	-0.0125
GA45G_HUMAN	1.00	0.64	1424	0.50913	1388	1	-36.0	-0.025280898876404494
GMFB_HUMAN	1.00	0.92	1063	0.67266	871	7	-192.0	-0.18062088428974601
LAT_HUMAN	2.00	1.81	456	1.21532	456	1	0.0	0.0
TPD53_HUMAN	1.00	0.92	1064	0.67209	874	1	-190.0	-0.17857142857142858
MDC1_HUMAN	1.00	1.00	862	0.68259	808	1	-54.0	-0.06264501160092807
HSF4_HUMAN	1.00	0.90	1140	0.66423	901	7	-239.0	-0.20964912280701756
MARE1_HUMAN	1.00	0.72	1298	0.58156	1217	7	-81.0	-0.062403697996918334
NFAC4_HUMAN	1.00	0.98	957	0.69814	651	7	-306.0	-0.31974921630094044
SMAD2_HUMAN	3.00	2.48	251	1.82081	241	1	-10.0	-0.0398406374501992
MYO5A_HUMAN	2.00	1.77	461	1.17389	487	12	26.0	0.05639913232104121
PK3CA_HUMAN	1.00	0.98	955	0.62663	1097	4	142.0	0.1486910994764398
2ABD_HUMAN	2.00	1.28	566	0.96318	565	3	-1.0	-0.0017667844522968198
FUS_HUMAN	3.00	2.47	253	1.70390	259	3	6.0	0.023715415019762844
NMT2_HUMAN	3.00	1.92	377	1.51386	280	1	-97.0	-0.2572944297082228
NU153_HUMAN	1.00	0.64	1421	0.54135	1301	7	-120.0	-0.0844475721323012
CABL1_HUMAN	1.00	0.98	956	0.67593	857	1	-99.0	-0.10355648535564854
F173A_HUMAN	1.00	0.85	1234	0.61848	1126	1	-108.0	-0.08752025931928688
NPM_HUMAN	1.00	1.00	785	0.68392	771	1	-14.0	-0.017834394904458598
PP4C_HUMAN	2.00	1.88	416	1.30028	389	6	-27.0	-0.06490384615384616
RIR2B_HUMAN	1.00	1.00	861	0.68259	807	1	-54.0	-0.0627177700348432
TFDP1_HUMAN	1.00	1.00	659	0.68426	730	1	71.0	0.10773899848254932
PRI1_HUMAN	1.00	0.92	1062	0.65113	984	1	-78.0	-0.07344632768361582
TBA4A_HUMAN	1.00	0.64	1422	0.48433	1463	1	41.0	0.028832630098452883
RCAN2_HUMAN	2.00	1.60	499	1.06198	535	1	36.0	0.07214428857715431
S10A8_HUMAN	1.00	1.00	829	0.68309	784	1	-45.0	-0.054282267792521106
SENP2_HUMAN	2.00	1.99	320	1.37565	316	1	-4.0	-0.0125
HECW1_HUMAN	1.00	0.90	1142	0.53583	1312	8	170.0	0.14886164623467601
SYGP1_HUMAN	3.00	2.76	221	1.80522	246	3	25.0	0.11312217194570136
SYUA_HUMAN	4.00	3.98	123	2.63776	135	1	12.0	0.0975609756097561
TCGAP_HUMAN	2.00	1.28	567	0.96212	569	3	2.0	0.003527336860670194
RS27A_HUMAN	1.00	0.92	1066	0.65251	965	2	-101.0	-0.0947467166979362
TRP13_HUMAN	1.00	0.92	1065	0.69158	678	2	-387.0	-0.36338028169014086
TRIA1_HUMAN	2.00	1.96	364	1.27670	415	1	51.0	0.1401098901098901
UBL5_HUMAN	2.00	1.90	402	1.28202	411	1	9.0	0.022388059701492536
3BP1_HUMAN	1.00	0.96	1036	0.61953	1124	1	88.0	0.08494208494208494
ATM_HUMAN	1.00	1.00	674	0.68426	734	1	60.0	0.08902077151335312
S10AA_HUMAN	1.00	1.00	673	0.68725	694	1	21.0	0.031203566121842496
AT2A2_HUMAN	3.00	2.84	209	1.98121	198	2	-11.0	-0.05263157894736842
GELS_HUMAN	1.00	1.00	672	0.66071	919	1	247.0	0.36755952380952384
RFC1_HUMAN	2.00	1.90	400	1.30320	388	1	-12.0	-0.03
CC14A_HUMAN	1.00	1.00	671	0.68426	733	1	62.0	0.09239940387481371
CDC2_HUMAN	3.00	2.17	269	1.63218	271	1	2.0	0.007434944237918215
ST17B_HUMAN	1.00	1.00	670	0.72513	591	21	-79.0	-0.11791044776119403
CTGF_HUMAN	1.00	1.00	828	0.64215	1026	5	198.0	0.2391304347826087
CXCR2_HUMAN	1.00	1.00	778	0.62255	1111	3	333.0	0.42802056555269924
E41L2_HUMAN	1.00	1.00	669	0.62278	1109	3	440.0	0.6576980568011959
IF2A_HUMAN	1.00	0.55	1586	0.45919	1521	1	-65.0	-0.040983606557377046
K1C15_HUMAN	1.00	1.00	668	0.59867	1178	12	510.0	0.7634730538922155
KC1E_HUMAN	2.00	1.88	415	1.27261	417	1	2.0	0.004819277108433735
KCC2A_HUMAN	2.00	1.85	424	1.19839	471	3	47.0	0.11084905660377359
MDHM_HUMAN	1.00	0.67	1369	0.44558	1552	8	183.0	0.13367421475529584
MDM2_HUMAN	4.00	2.81	213	2.15982	166	1	-47.0	-0.22065727699530516
DUS1_HUMAN	2.00	2.00	292	1.40106	292	1	0.0	0.0
FLNA_HUMAN	3.00	2.73	224	1.95884	207	2	-17.0	-0.07589285714285714
MPIP1_HUMAN	3.00	2.60	244	1.92529	219	1	-25.0	-0.10245901639344263
NCKP1_HUMAN	1.00	1.00	667	0.63542	1048	1	381.0	0.5712143928035982
ING5_HUMAN	1.00	1.00	863	0.68259	809	1	-54.0	-0.06257242178447277
PHB_HUMAN	1.00	1.00	666	0.68426	732	1	66.0	0.0990990990990991
CY24B_HUMAN	1.00	0.93	1049	0.60648	1152	1	103.0	0.09818875119161107
KTN1_HUMAN	1.00	0.99	904	0.62993	1083	1	179.0	0.19800884955752213
M3K10_HUMAN	1.00	0.99	897	0.63181	1079	1	182.0	0.2028985507246377
RCL1_HUMAN	1.00	1.00	664	0.61189	1142	14	478.0	0.7198795180722891
S100B_HUMAN	1.00	1.00	757	0.68417	762	1	5.0	0.0066050198150594455
SIN3A_HUMAN	1.00	1.00	665	0.68426	731	1	66.0	0.09924812030075188
DDX20_HUMAN	1.00	1.00	662	0.66484	886	6	224.0	0.338368580060423
GEMI2_HUMAN	1.00	1.00	661	0.66484	885	6	224.0	0.3388804841149773
SRBP2_HUMAN	1.00	1.00	663	0.66071	918	1	255.0	0.38461538461538464
STK3_HUMAN	1.00	1.00	756	0.66063	923	1	167.0	0.2208994708994709
TAU_HUMAN	3.00	2.96	186	1.98279	197	1	11.0	0.05913978494623656
TIAR_HUMAN	1.00	1.00	786	0.66451	893	6	107.0	0.1361323155216285
