Node	Degree	R[0]	R[0] Rank	R[200]	Ranking	Network_Id
MEF2D_HUMAN	1.00	0.90	1228	0.00012	2094	1
IKBA_HUMAN	3.00	2.71	417	0.00027	322	1
JUNB_HUMAN	1.00	0.90	1227	0.00012	2093	1
EEA1_HUMAN	2.00	1.81	677	0.00020	631	1
MAFA_HUMAN	1.00	0.90	1226	0.00012	2092	1
TISB_HUMAN	1.00	0.90	1225	0.00012	2091	1
KKCC2_HUMAN	1.00	0.90	1223	0.00012	2089	1
S12A2_HUMAN	1.00	0.90	1224	0.00012	2090	1
YYAP1_HUMAN	1.00	0.90	1222	0.00012	2088	1
GA45A_HUMAN	3.00	2.71	416	0.00026	375	1
KMT2C_HUMAN	1.00	0.90	1220	0.00012	2086	1
AES_HUMAN	1.00	0.90	1221	0.00012	2087	1
P4R3A_HUMAN	1.00	0.90	1218	0.00012	2084	1
EMSA1_HUMAN	1.00	0.90	1219	0.00012	2085	1
MOB3B_HUMAN	1.00	0.90	1216	0.00012	2082	1
TCF20_HUMAN	1.00	0.90	1217	0.00012	2083	1
ZN142_HUMAN	1.00	0.90	1214	0.00012	2080	1
4EBP1_HUMAN	1.00	0.90	1215	0.00012	2081	1
HSF4_HUMAN	1.00	0.90	1212	0.00012	2078	1
JDP2_HUMAN	1.00	0.90	1213	0.00012	2079	1
ELK3_HUMAN	1.00	0.90	1211	0.00012	2077	1
RBNS5_HUMAN	2.00	1.81	676	0.00020	630	1
SYMC_HUMAN	1.00	0.90	1210	0.00012	2076	1
DDIT3_HUMAN	1.00	0.90	1209	0.00012	2075	1
IRAK1_HUMAN	3.00	2.71	415	0.00022	506	1
EDN1_HUMAN	3.00	2.71	414	0.00027	348	1
IL4_HUMAN	1.00	0.90	1206	0.00012	2072	1
CSN5_HUMAN	2.00	1.81	675	0.00021	601	1
RL36A_HUMAN	1.00	0.90	1208	0.00012	2074	1
MARE1_HUMAN	1.00	0.90	1207	0.00012	2073	1
PAK6_HUMAN	1.00	0.90	1203	0.00012	2069	1
DUS22_HUMAN	1.00	0.90	1202	0.00012	2068	1
SCN8A_HUMAN	1.00	0.90	1205	0.00012	2071	1
RL41_HUMAN	1.00	0.90	1204	0.00012	2070	1
SNAPN_HUMAN	1.00	0.90	1200	0.00012	2066	1
EF1A1_HUMAN	2.00	1.81	673	0.00022	507	1
EPB42_HUMAN	1.00	0.90	1201	0.00012	2067	1
K1C18_HUMAN	2.00	1.81	674	0.00018	734	1
MYEF2_HUMAN	1.00	0.90	1198	0.00012	2064	1
CBL_HUMAN	3.00	2.71	413	0.00025	400	1
HNF4A_HUMAN	2.00	1.81	672	0.00021	600	1
GMFB_HUMAN	1.00	0.90	1199	0.00012	2065	1
TOLIP_HUMAN	2.00	1.81	671	0.00020	667	1
NU153_HUMAN	1.00	0.90	1195	0.00012	2061	1
DUS9_HUMAN	1.00	0.90	1196	0.00012	2062	1
DUS7_HUMAN	1.00	0.90	1197	0.00012	2063	1
TGFR1_HUMAN	2.00	1.81	668	0.00017	823	1
RET_HUMAN	2.00	1.81	669	0.00019	705	1
TSC1_HUMAN	2.00	1.81	670	0.00018	735	1
S1PR2_HUMAN	1.00	0.90	1194	0.00012	2060	1
AIMP1_HUMAN	1.00	0.90	1191	0.00012	2057	1
HTRA2_HUMAN	1.00	0.90	1192	0.00012	2058	1
STK39_HUMAN	1.00	0.90	1193	0.00012	2059	1
KSYK_HUMAN	2.00	1.81	667	0.00018	739	1
GNAO_HUMAN	2.00	1.81	700	0.00020	674	1
ANGP1_HUMAN	1.00	0.90	1264	0.00012	2130	1
EDNRB_HUMAN	1.00	0.90	1263	0.00012	2129	1
TRPV1_HUMAN	1.00	0.90	1262	0.00012	2128	1
EPOR_HUMAN	1.00	0.90	1267	0.00012	2133	1
GNA15_HUMAN	1.00	0.90	1266	0.00012	2132	1
IL4RA_HUMAN	1.00	0.90	1265	0.00012	2131	1
FLNA_HUMAN	3.00	2.71	420	0.00027	340	1
KS6A4_HUMAN	1.00	0.90	1260	0.00012	2126	1
MEF2C_HUMAN	2.00	1.81	696	0.00019	707	1
MPIP2_HUMAN	1.00	0.90	1259	0.00012	2125	1
DUS4_HUMAN	4.00	3.61	281	0.00027	321	1
RAB7A_HUMAN	2.00	1.81	699	0.00020	632	1
TIE2_HUMAN	1.00	0.90	1261	0.00012	2127	1
GNAI2_HUMAN	2.00	1.81	698	0.00020	673	1
GNAZ_HUMAN	2.00	1.81	697	0.00020	672	1
PTN7_HUMAN	1.00	0.90	1256	0.00012	2122	1
TFCP2_HUMAN	1.00	0.90	1257	0.00012	2123	1
GNA14_HUMAN	1.00	0.90	1254	0.00012	2120	1
DUS2_HUMAN	1.00	0.90	1255	0.00012	2121	1
RAC3_HUMAN	4.00	3.61	279	0.00029	277	1
SMAD7_HUMAN	4.00	3.61	280	0.00031	255	1
PLMN_HUMAN	2.00	1.81	695	0.00019	706	1
OGT1_HUMAN	1.00	0.90	1258	0.00012	2124	1
UBQL2_HUMAN	1.00	0.90	1250	0.00012	2116	1
MCA1_HUMAN	1.00	0.90	1251	0.00012	2117	1
SYM_HUMAN	1.00	0.90	1248	0.00012	2114	1
STAB2_HUMAN	1.00	0.90	1249	0.00012	2115	1
HMOX1_HUMAN	4.00	3.61	278	0.00033	220	1
DYR1B_HUMAN	2.00	1.81	694	0.00017	807	1
PA21B_HUMAN	1.00	0.90	1252	0.00012	2118	1
BICD1_HUMAN	1.00	0.90	1253	0.00012	2119	1
TM63B_HUMAN	1.00	0.90	1243	0.00012	2109	1
DUS14_HUMAN	1.00	0.90	1242	0.00012	2108	1
GYS1_HUMAN	1.00	0.90	1245	0.00012	2111	1
STRP2_HUMAN	1.00	0.90	1244	0.00012	2110	1
TIM44_HUMAN	1.00	0.90	1246	0.00012	2112	1
EF1G_HUMAN	2.00	1.81	692	0.00017	803	1
GNAI3_HUMAN	1.00	0.90	1247	0.00012	2113	1
GNAI1_HUMAN	2.00	1.81	693	0.00020	671	1
DUS5_HUMAN	2.00	1.81	690	0.00021	607	1
CCDC8_HUMAN	2.00	1.81	689	0.00021	606	1
CUL7_HUMAN	2.00	1.81	691	0.00021	608	1
OBSL1_HUMAN	1.00	0.90	1238	0.00012	2104	1
IL8_HUMAN	4.00	3.61	277	0.00034	195	1
DUS3_HUMAN	1.00	0.90	1239	0.00012	2105	1
ATG9A_HUMAN	1.00	0.90	1241	0.00012	2107	1
ANGP2_HUMAN	1.00	0.90	1240	0.00012	2106	1
PTN5_HUMAN	2.00	1.81	686	0.00017	800	1
DSCAM_HUMAN	2.00	1.81	687	0.00020	669	1
NCF1_HUMAN	2.00	1.81	688	0.00020	670	1
LRP8_HUMAN	4.00	3.61	275	0.00027	320	1
NFKB1_HUMAN	4.00	3.61	276	0.00032	226	1
CDX2_HUMAN	1.00	0.90	1235	0.00012	2101	1
KGP1_HUMAN	1.00	0.90	1236	0.00012	2102	1
GATA3_HUMAN	1.00	0.90	1237	0.00012	2103	1
P2RY1_HUMAN	1.00	0.90	1232	0.00012	2098	1
HNRPK_HUMAN	2.00	1.81	683	0.00021	604	1
CEBPE_HUMAN	1.00	0.90	1233	0.00012	2099	1
FAK2_HUMAN	6.00	5.42	147	0.00041	127	1
FXYD6_HUMAN	2.00	1.81	684	0.00021	605	1
NCOR2_HUMAN	1.00	0.90	1234	0.00012	2100	1
TAOK2_HUMAN	2.00	1.81	685	0.00016	828	1
LRRK2_HUMAN	3.00	2.71	419	0.00024	434	1
TAOK1_HUMAN	2.00	1.81	724	0.00016	831	1
CXL10_HUMAN	2.00	1.81	725	0.00016	832	1
BRAF_HUMAN	2.00	1.81	726	0.00016	833	1
PTPA_HUMAN	4.00	3.61	285	0.00028	298	1
TAOK3_HUMAN	2.00	1.81	727	0.00016	834	1
CXCL9_HUMAN	2.00	1.81	728	0.00016	835	1
CXL11_HUMAN	2.00	1.81	729	0.00016	836	1
GA45G_HUMAN	2.00	1.81	730	0.00016	837	1
PLF4_HUMAN	2.00	1.81	721	0.00016	829	1
JIP1_HUMAN	1.00	0.90	1289	0.00011	2339	1
PPM1A_HUMAN	2.00	1.81	722	0.00016	830	1
MLTK_HUMAN	1.00	0.90	1290	0.00011	2288	1
TLR3_HUMAN	1.00	0.90	1291	0.00011	2289	1
IL6RA_HUMAN	2.00	1.81	723	0.00018	763	1
IL6RB_HUMAN	1.00	0.90	1292	0.00011	2290	1
LMO4_HUMAN	1.00	0.90	1293	0.00011	2291	1
PP2CA_HUMAN	1.00	0.90	1300	0.00011	2293	1
INSR_HUMAN	1.00	0.90	1299	0.00011	2292	1
INS_HUMAN	1.00	0.90	1301	0.00011	2294	1
MT2_HUMAN	12.00	10.83	59	0.00158	50	1
ISK7_HUMAN	1.00	0.90	1303	0.00017	818	1
SHBG_HUMAN	1.00	0.90	1302	0.00017	817	1
CX04A_HUMAN	1.00	0.90	1304	0.00017	819	1
BARD1_HUMAN	2.00	1.81	734	0.00025	395	1
ECT2_HUMAN	1.00	0.90	1295	0.00017	813	1
NED4L_HUMAN	1.00	0.90	1294	0.00017	812	1
MT1L_HUMAN	2.00	1.81	731	0.00031	243	1
ATS4_HUMAN	1.00	0.90	1296	0.00017	814	1
KPCD1_HUMAN	1.00	0.90	1297	0.00017	815	1
ZN363_HUMAN	2.00	1.81	732	0.00025	394	1
MTR1L_HUMAN	1.00	0.90	1298	0.00017	816	1
MT3_HUMAN	2.00	1.81	733	0.00036	169	1
TTHY_HUMAN	1.00	0.90	1308	0.00021	584	1
NFH_HUMAN	8.00	7.22	95	0.00060	77	1
NFL_HUMAN	18.00	16.24	51	0.00134	52	1
NFM_HUMAN	13.00	11.73	55	0.00094	54	1
CDK5_HUMAN	4.00	3.61	286	0.00033	214	1
STXB1_HUMAN	2.00	1.81	739	0.00018	738	1
GAN_HUMAN	1.00	0.90	1309	0.00012	2049	1
DLGP2_HUMAN	2.00	1.81	738	0.00020	688	1
CK5P2_HUMAN	1.00	0.90	1305	0.00012	2141	1
MTAP2_HUMAN	2.00	1.81	736	0.00017	801	1
NMDZ1_HUMAN	91.00	82.13	13	0.00568	14	1
CHD3_HUMAN	2.00	1.81	735	0.00021	611	1
PIAS4_HUMAN	2.00	1.81	737	0.00021	612	1
NDEL1_HUMAN	1.00	0.90	1307	0.00012	2143	1
MTMR2_HUMAN	1.00	0.90	1306	0.00012	2142	1
SMAD2_HUMAN	3.00	2.71	434	0.00027	318	1
TNIK_HUMAN	2.00	1.81	743	0.00018	747	1
MINK1_HUMAN	1.00	0.90	1314	0.00012	2160	1
APOE_HUMAN	1.00	0.90	1313	0.00012	2159	1
NMDE1_HUMAN	39.00	35.20	37	0.00231	37	1
INADL_HUMAN	4.00	3.61	288	0.00025	387	1
NMD3B_HUMAN	2.00	1.81	744	0.00016	845	1
NMD3A_HUMAN	3.00	2.71	435	0.00021	572	1
KCC2A_HUMAN	5.00	4.51	202	0.00033	217	1
CSKP_HUMAN	1.00	0.90	1310	0.00011	2340	1
DLGP1_HUMAN	4.00	3.61	287	0.00026	371	1
RGRF1_HUMAN	6.00	5.42	148	0.00041	128	1
AP1M1_HUMAN	2.00	1.81	740	0.00016	848	1
AP4M1_HUMAN	2.00	1.81	742	0.00016	849	1
PTN4_HUMAN	1.00	0.90	1312	0.00011	2342	1
DRD1_HUMAN	2.00	1.81	741	0.00016	844	1
ACTN1_HUMAN	1.00	0.90	1311	0.00011	2341	1
KCC2D_HUMAN	2.00	1.81	702	0.00016	846	1
RGRF2_HUMAN	5.00	4.51	199	0.00033	216	1
AKAP9_HUMAN	5.00	4.51	200	0.00030	258	1
RELN_HUMAN	2.00	1.81	703	0.00016	847	1
RHG32_HUMAN	3.00	2.71	423	0.00024	437	1
NMDE2_HUMAN	82.00	74.01	16	0.00503	17	1
ACTN2_HUMAN	3.00	2.71	424	0.00021	571	1
LIN7B_HUMAN	1.00	0.90	1271	0.00011	2333	1
LIN7A_HUMAN	1.00	0.90	1269	0.00011	2331	1
EXOC4_HUMAN	2.00	1.81	701	0.00019	721	1
MIB2_HUMAN	1.00	0.90	1270	0.00011	2332	1
KPCG_HUMAN	3.00	2.71	422	0.00021	573	1
KPCB_HUMAN	4.00	3.61	282	0.00027	334	1
EPHB2_HUMAN	4.00	3.61	283	0.00030	257	1
CAN1_HUMAN	3.00	2.71	421	0.00027	324	1
EXOC7_HUMAN	1.00	0.90	1268	0.00011	2330	1
MAGI3_HUMAN	1.00	0.90	1273	0.00011	2335	1
SYGP1_HUMAN	3.00	2.71	430	0.00021	576	1
CK2N1_HUMAN	1.00	0.90	1275	0.00011	2337	1
EXOC3_HUMAN	1.00	0.90	1274	0.00011	2336	1
AP2M1_HUMAN	1.00	0.90	1272	0.00011	2334	1
GRM1_HUMAN	2.00	1.81	706	0.00016	827	1
GBLP_HUMAN	2.00	1.81	707	0.00017	810	1
NOS1_HUMAN	57.00	51.44	22	0.00498	18	1
ARC_HUMAN	2.00	1.81	705	0.00016	826	1
SHAN2_HUMAN	2.00	1.81	704	0.00016	825	1
DAPK1_HUMAN	3.00	2.71	429	0.00025	388	1
SRC8_HUMAN	3.00	2.71	428	0.00024	416	1
CLH1_HUMAN	4.00	3.61	284	0.00028	282	1
KAP3_HUMAN	3.00	2.71	425	0.00022	487	1
NF1_HUMAN	3.00	2.71	427	0.00021	575	1
DYN1_HUMAN	3.00	2.71	426	0.00021	574	1
TBA1A_HUMAN	3.00	2.71	433	0.00026	380	1
NMDE3_HUMAN	11.00	9.93	62	0.00063	72	1
NMDE4_HUMAN	39.00	35.20	36	0.00225	39	1
CRK_HUMAN	2.00	1.81	716	0.00018	732	1
CTRO_HUMAN	3.00	2.71	432	0.00024	438	1
2ABA_HUMAN	5.00	4.51	201	0.00033	205	1
AINX_HUMAN	2.00	1.81	714	0.00016	857	1
DLGP4_HUMAN	2.00	1.81	715	0.00016	858	1
FUS_HUMAN	2.00	1.81	712	0.00016	855	1
NANO1_HUMAN	2.00	1.81	713	0.00016	856	1
RAP2A_HUMAN	2.00	1.81	711	0.00016	854	1
ZO1_HUMAN	3.00	2.71	431	0.00023	473	1
MYH9_HUMAN	2.00	1.81	709	0.00019	715	1
SP3_HUMAN	2.00	1.81	710	0.00020	683	1
BSN_HUMAN	1.00	0.90	1276	0.00011	2295	1
EPHB4_HUMAN	2.00	1.81	708	0.00019	714	1
K6PL_HUMAN	2.00	1.81	720	0.00017	808	1
SLMAP_HUMAN	1.00	0.90	1288	0.00011	2303	1
TP53B_HUMAN	2.00	1.81	719	0.00020	685	1
TPA_HUMAN	2.00	1.81	718	0.00018	756	1
NU2M_HUMAN	1.00	0.90	1287	0.00011	2302	1
ERBB4_HUMAN	2.00	1.81	717	0.00020	684	1
MYH10_HUMAN	1.00	0.90	1286	0.00011	2301	1
KLC2_HUMAN	1.00	0.90	1285	0.00011	2300	1
ODP2_HUMAN	1.00	0.90	1284	0.00011	2299	1
PAXB1_HUMAN	1.00	0.90	1283	0.00011	2298	1
A16L1_HUMAN	1.00	0.90	1282	0.00011	2297	1
CCG7_HUMAN	1.00	0.90	1281	0.00011	2296	1
CAPON_HUMAN	1.00	0.90	1280	0.00013	1799	1
ZDH23_HUMAN	1.00	0.90	1279	0.00013	1798	1
VAC14_HUMAN	1.00	0.90	1278	0.00013	1797	1
ADA1A_HUMAN	1.00	0.90	1277	0.00013	1796	1
ADA1D_HUMAN	1.00	0.90	1375	0.00013	1800	1
AT2B4_HUMAN	2.00	1.81	749	0.00018	737	1
SYN1_HUMAN	1.00	0.90	1377	0.00013	1802	1
ARGI1_HUMAN	1.00	0.90	1376	0.00013	1801	1
KCC4_HUMAN	1.00	0.90	1378	0.00013	1803	1
BKRB2_HUMAN	2.00	1.81	750	0.00022	514	1
K6PF_HUMAN	1.00	0.90	1380	0.00013	1805	1
NOSIP_HUMAN	1.00	0.90	1379	0.00013	1804	1
NS2D_HUMAN	1.00	0.90	1381	0.00013	1806	1
NOS3_HUMAN	3.00	2.71	436	0.00026	350	1
ADRB2_HUMAN	1.00	0.90	1383	0.00013	1808	1
ADA1B_HUMAN	1.00	0.90	1382	0.00013	1807	1
ADRB1_HUMAN	1.00	0.90	1385	0.00013	1810	1
CAV3_HUMAN	1.00	0.90	1384	0.00013	1809	1
PTN6_HUMAN	2.00	1.81	751	0.00019	700	1
RASD1_HUMAN	1.00	0.90	1386	0.00013	1811	1
PTPRN_HUMAN	1.00	0.90	1387	0.00013	1812	1
NOS2_HUMAN	3.00	2.71	437	0.00027	315	1
ADC_HUMAN	1.00	0.90	1388	0.00013	1813	1
ARLY_HUMAN	1.00	0.90	1389	0.00013	1814	1
RYR2_HUMAN	1.00	0.90	1390	0.00013	1815	1
ASSY_HUMAN	1.00	0.90	1391	0.00013	1816	1
OTC_HUMAN	1.00	0.90	1392	0.00013	1817	1
ARGI2_HUMAN	1.00	0.90	1393	0.00013	1818	1
GATM_HUMAN	1.00	0.90	1394	0.00013	1819	1
LOXL1_HUMAN	1.00	0.90	1395	0.00013	1820	1
LOXL2_HUMAN	1.00	0.90	1396	0.00013	1821	1
LOXL3_HUMAN	1.00	0.90	1397	0.00013	1822	1
LOXL4_HUMAN	1.00	0.90	1398	0.00013	1823	1
SYR_HUMAN	1.00	0.90	1399	0.00013	1824	1
NU5M_HUMAN	1.00	0.90	1400	0.00033	209	3
YMEL1_HUMAN	1.00	0.90	1401	0.00033	210	3
OGG1_HUMAN	14.00	12.63	52	0.00125	53	1
SCG1_HUMAN	1.00	0.90	1403	0.00014	1793	1
APEX1_HUMAN	2.00	1.81	752	0.00022	502	1
XPC_HUMAN	1.00	0.90	1402	0.00014	1792	1
XRCC1_HUMAN	2.00	1.81	755	0.00022	505	1
ERCC8_HUMAN	2.00	1.81	754	0.00022	504	1
ERCC6_HUMAN	2.00	1.81	753	0.00022	503	1
POLI_HUMAN	1.00	0.90	1404	0.00014	1794	1
NTHL1_HUMAN	1.00	0.90	1408	0.00014	1795	1
ANXA3_HUMAN	1.00	0.90	1407	0.00015	1148	1
APTX_HUMAN	1.00	0.90	1406	0.00015	1147	1
ARI2_HUMAN	1.00	0.90	1405	0.00015	1146	1
ARI3A_HUMAN	1.00	0.90	1412	0.00015	1152	1
ARL3_HUMAN	1.00	0.90	1411	0.00015	1151	1
AURKA_HUMAN	1.00	0.90	1410	0.00015	1150	1
BANP_HUMAN	1.00	0.90	1409	0.00015	1149	1
BCR_HUMAN	2.00	1.81	756	0.00022	490	1
BRE1A_HUMAN	1.00	0.90	1415	0.00015	1155	1
BTBD2_HUMAN	1.00	0.90	1413	0.00015	1153	1
CC106_HUMAN	1.00	0.90	1414	0.00015	1154	1
CC14A_HUMAN	1.00	0.90	1418	0.00015	1158	1
CC14B_HUMAN	1.00	0.90	1419	0.00015	1159	1
CCL18_HUMAN	1.00	0.90	1416	0.00015	1156	1
COX17_HUMAN	1.00	0.90	1417	0.00015	1157	1
CUL9_HUMAN	1.00	0.90	1421	0.00015	1161	1
DYR_HUMAN	1.00	0.90	1422	0.00015	1162	1
E4F1_HUMAN	1.00	0.90	1420	0.00015	1160	1
ERH_HUMAN	2.00	1.81	757	0.00024	419	1
FAK1_HUMAN	3.00	2.71	439	0.00028	290	1
FBX11_HUMAN	1.00	0.90	1424	0.00015	1164	1
GNL3_HUMAN	1.00	0.90	1423	0.00015	1163	1
HIF1A_HUMAN	3.00	2.71	438	0.00028	301	1
HUWE1_HUMAN	1.00	0.90	1320	0.00015	1091	1
IF2B_HUMAN	1.00	0.90	1319	0.00015	1090	1
ING4_HUMAN	1.00	0.90	1322	0.00015	1093	1
ING5_HUMAN	1.00	0.90	1321	0.00015	1092	1
KAT5_HUMAN	1.00	0.90	1316	0.00015	1087	1
KAT8_HUMAN	1.00	0.90	1315	0.00015	1086	1
KDM1A_HUMAN	1.00	0.90	1318	0.00015	1089	1
LMBL1_HUMAN	1.00	0.90	1317	0.00015	1088	1
MAGA2_HUMAN	1.00	0.90	1328	0.00015	1099	1
MD2BP_HUMAN	1.00	0.90	1327	0.00015	1098	1
MED17_HUMAN	1.00	0.90	1330	0.00015	1101	1
MED1_HUMAN	1.00	0.90	1329	0.00015	1100	1
MPH6_HUMAN	1.00	0.90	1324	0.00015	1095	1
MTA2_HUMAN	1.00	0.90	1323	0.00015	1094	1
NEDD8_HUMAN	1.00	0.90	1326	0.00015	1097	1
NFYB_HUMAN	1.00	0.90	1325	0.00015	1096	1
NOC2L_HUMAN	1.00	0.90	1335	0.00015	1106	1
NPM_HUMAN	1.00	0.90	1336	0.00015	1107	1
NR0B2_HUMAN	1.00	0.90	1337	0.00015	1108	1
OTUB1_HUMAN	1.00	0.90	1338	0.00015	1109	1
OTUD5_HUMAN	1.00	0.90	1331	0.00015	1102	1
PA1B3_HUMAN	1.00	0.90	1332	0.00015	1103	1
PADI4_HUMAN	1.00	0.90	1333	0.00015	1104	1
PIAS2_HUMAN	1.00	0.90	1334	0.00015	1105	1
PRKRA_HUMAN	1.00	0.90	1343	0.00015	1114	1
QORX_HUMAN	1.00	0.90	1344	0.00015	1115	1
RAB4A_HUMAN	1.00	0.90	1345	0.00015	1116	1
RFWD2_HUMAN	1.00	0.90	1346	0.00015	1117	1
RFWD3_HUMAN	1.00	0.90	1339	0.00015	1110	1
RIR2B_HUMAN	1.00	0.90	1340	0.00015	1111	1
S10A8_HUMAN	1.00	0.90	1341	0.00015	1112	1
SAT1_HUMAN	1.00	0.90	1342	0.00015	1113	1
SETD7_HUMAN	1.00	0.90	1354	0.00015	1125	1
SMYD2_HUMAN	1.00	0.90	1353	0.00015	1124	1
SOX4_HUMAN	1.00	0.90	1352	0.00015	1123	1
SPB9_HUMAN	1.00	0.90	1351	0.00015	1122	1
ST1E1_HUMAN	1.00	0.90	1350	0.00015	1121	1
STX5_HUMAN	1.00	0.90	1349	0.00015	1120	1
T53I1_HUMAN	1.00	0.90	1348	0.00015	1119	1
TADA3_HUMAN	1.00	0.90	1347	0.00015	1118	1
TCPE_HUMAN	1.00	0.90	1362	0.00015	1133	1
TEP1_HUMAN	1.00	0.90	1361	0.00015	1132	1
THAP8_HUMAN	1.00	0.90	1360	0.00015	1131	1
THB_HUMAN	1.00	0.90	1359	0.00015	1130	1
TIF1B_HUMAN	1.00	0.90	1358	0.00015	1129	1
TOPRS_HUMAN	1.00	0.90	1357	0.00015	1128	1
TWST1_HUMAN	1.00	0.90	1356	0.00015	1127	1
TYY1_HUMAN	1.00	0.90	1355	0.00015	1126	1
UBE2K_HUMAN	1.00	0.90	1367	0.00015	1138	1
UBP42_HUMAN	1.00	0.90	1368	0.00015	1139	1
VDR_HUMAN	1.00	0.90	1365	0.00015	1136	1
WDR33_HUMAN	1.00	0.90	1366	0.00015	1137	1
WWOX_HUMAN	2.00	1.81	746	0.00021	577	1
ZCH10_HUMAN	1.00	0.90	1364	0.00015	1135	1
ZMIZ1_HUMAN	1.00	0.90	1363	0.00015	1134	1
ZN420_HUMAN	2.00	1.81	745	0.00021	610	1
ZNF24_HUMAN	1.00	0.90	1373	0.00015	1144	1
AIMP2_HUMAN	1.00	0.90	1374	0.00015	1145	1
CDK9_HUMAN	1.00	0.90	1372	0.00015	1143	1
DVL2_HUMAN	2.00	1.81	748	0.00022	489	1
G3BP1_HUMAN	1.00	0.90	1370	0.00015	1141	1
G3BP2_HUMAN	1.00	0.90	1371	0.00015	1142	1
GUSP1_HUMAN	1.00	0.90	1369	0.00015	1140	1
HECW1_HUMAN	2.00	1.81	747	0.00021	532	1
HNRL1_HUMAN	2.00	1.81	763	0.00024	424	1
K0087_HUMAN	1.00	0.90	1509	0.00015	1249	1
KAT6A_HUMAN	1.00	0.90	1507	0.00015	1247	1
KMT2E_HUMAN	1.00	0.90	1508	0.00015	1248	1
MAGBI_HUMAN	1.00	0.90	1512	0.00015	1252	1
MDC1_HUMAN	1.00	0.90	1513	0.00015	1253	1
MEN1_HUMAN	1.00	0.90	1510	0.00015	1250	1
MIF_HUMAN	1.00	0.90	1511	0.00015	1251	1
MSL2_HUMAN	1.00	0.90	1501	0.00015	1241	1
PDLI7_HUMAN	1.00	0.90	1502	0.00015	1242	1
TCTP_HUMAN	1.00	0.90	1499	0.00015	1239	1
TTK_HUMAN	1.00	0.90	1500	0.00015	1240	1
UBE2N_HUMAN	1.00	0.90	1505	0.00015	1245	1
ARI1A_HUMAN	1.00	0.90	1506	0.00015	1246	1
BACH1_HUMAN	1.00	0.90	1503	0.00015	1243	1
BI2L1_HUMAN	1.00	0.90	1504	0.00015	1244	1
CDC2_HUMAN	1.00	0.90	1494	0.00015	1234	1
CHK1_HUMAN	1.00	0.90	1493	0.00015	1233	1
CJ090_HUMAN	1.00	0.90	1492	0.00015	1232	1
FBX42_HUMAN	1.00	0.90	1491	0.00015	1231	1
KAT7_HUMAN	1.00	0.90	1498	0.00015	1238	1
MDHC_HUMAN	1.00	0.90	1497	0.00015	1237	1
MUL1_HUMAN	1.00	0.90	1496	0.00015	1236	1
SCAM1_HUMAN	1.00	0.90	1495	0.00015	1235	1
SMRC1_HUMAN	1.00	0.90	1486	0.00015	1226	1
TAF9_HUMAN	1.00	0.90	1485	0.00015	1225	1
UBP10_HUMAN	1.00	0.90	1484	0.00015	1224	1
UBR5_HUMAN	1.00	0.90	1483	0.00015	1223	1
UT14A_HUMAN	1.00	0.90	1490	0.00015	1230	1
WDR5_HUMAN	1.00	0.90	1489	0.00015	1229	1
ZBT7A_HUMAN	1.00	0.90	1488	0.00015	1228	1
ZBTB2_HUMAN	1.00	0.90	1487	0.00015	1227	1
CABL1_HUMAN	1.00	0.90	1534	0.00015	1274	1
RNF38_HUMAN	1.00	0.90	1535	0.00015	1275	1
RS7_HUMAN	1.00	0.90	1536	0.00015	1276	1
ING1_HUMAN	1.00	0.90	1537	0.00015	1277	1
PDCD5_HUMAN	1.00	0.90	1538	0.00015	1278	1
TOPK_HUMAN	1.00	0.90	1539	0.00015	1279	1
GPS2_HUMAN	1.00	0.90	1540	0.00015	1280	1
HERC2_HUMAN	1.00	0.90	1541	0.00015	1281	1
HMG1_HUMAN	1.00	0.90	1527	0.00015	1267	1
SMRD1_HUMAN	1.00	0.90	1528	0.00015	1268	1
SOSB1_HUMAN	1.00	0.90	1529	0.00015	1269	1
CSN2_HUMAN	1.00	0.90	1530	0.00015	1270	1
TRRAP_HUMAN	1.00	0.90	1531	0.00015	1271	1
CDK7_HUMAN	1.00	0.90	1532	0.00015	1272	1
GNL3L_HUMAN	1.00	0.90	1533	0.00015	1273	1
MUC1_HUMAN	3.00	2.71	441	0.00027	335	1
RYBP_HUMAN	1.00	0.90	1521	0.00015	1261	1
SET_HUMAN	2.00	1.81	765	0.00022	492	1
UBP29_HUMAN	1.00	0.90	1523	0.00015	1263	1
ANKR2_HUMAN	1.00	0.90	1522	0.00015	1262	1
CCNH_HUMAN	1.00	0.90	1524	0.00015	1264	1
SIN3A_HUMAN	2.00	1.81	766	0.00024	425	1
VRK1_HUMAN	1.00	0.90	1526	0.00015	1266	1
NCOA1_HUMAN	1.00	0.90	1525	0.00015	1265	1
NFYA_HUMAN	1.00	0.90	1515	0.00015	1255	1
PIAS1_HUMAN	1.00	0.90	1514	0.00015	1254	1
BRCC3_HUMAN	1.00	0.90	1517	0.00015	1257	1
IMA1_HUMAN	1.00	0.90	1516	0.00015	1256	1
PERP_HUMAN	1.00	0.90	1519	0.00015	1259	1
RBBP5_HUMAN	1.00	0.90	1518	0.00015	1258	1
S10A2_HUMAN	1.00	0.90	1520	0.00015	1260	1
BRE_HUMAN	2.00	1.81	764	0.00020	623	1
NCOA2_HUMAN	1.00	0.90	1453	0.00015	1193	1
S10A4_HUMAN	1.00	0.90	1454	0.00015	1194	1
SETD2_HUMAN	1.00	0.90	1452	0.00015	1192	1
SIN3B_HUMAN	2.00	1.81	759	0.00024	421	1
